证券代码,股票简称,流通市值,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
600236.SH,桂冠电力,775.63,24.04,28.68,4.35,12.58,13.69,7.12,0.64,34.08,12.84,6.16,55.24,0.02,4.66,2.28,1.76,0.46
920735.BJ,德源药业,35.36,16.87,17.49,3.06,13.22,13.64,13.31,1.18,0.0,42.26,19.24,19.71,0.02,0.91,2.65,2.47,0.4
002076.SZ,*ST星光,22.51,561.05,-81.02,7.6,-3.62,1.08,0.49,,0.0,-31.12,8.08,61.75,0.02,扣非亏损,扣非亏损,1038.98,-0.98
002691.SZ,冀凯股份,27.25,-45.1,-59.09,3.25,-5.93,-5.26,-4.1,,0.0,-31.78,2.79,22.61,0.02,扣非亏损,扣非亏损,亏损,-0.98
002269.SZ,美邦服饰,45.22,-49.17,-14.47,24.06,-32.08,-31.99,-2.58,,0.0,-29.22,-33.68,89.9,0.02,扣非亏损,扣非亏损,亏损,-0.98
001203.SZ,大中矿业,519.55,76.48,89.73,9.45,9.01,9.08,5.28,,0.0,-8.65,-8.27,61.06,0.02,-10.85,19.93,16.85,0.07
300077.SZ,国民技术,131.5,-137.71,-77.27,14.08,-9.0,-7.42,-0.75,,0.0,19.01,5.61,72.62,0.02,扣非亏损,扣非亏损,亏损,-0.98
603667.SH,五洲新春,264.36,201.33,329.55,8.86,3.1,3.34,2.68,,0.0,7.0,11.41,41.67,0.02,28.88,212.65,120.55,0.03
605020.SH,永和股份,142.78,23.18,25.82,2.57,10.75,15.36,8.05,,0.0,223.74,15.82,28.48,0.02,1.63,4.8,3.02,0.23
603861.SH,白云电器,98.42,50.81,55.0,2.53,3.56,4.1,2.12,0.37,28.46,13.52,12.91,60.61,0.02,4.26,15.43,12.39,0.09
920124.BJ,南特科技,13.5,23.19,24.41,3.47,11.59,11.91,7.38,,0.0,18.35,11.93,58.04,0.02,2.05,4.21,3.89,0.26
301580.SZ,爱迪特,62.14,48.72,56.65,4.41,6.2,6.94,6.21,,0.0,14.09,17.94,11.74,0.02,3.16,18.27,14.04,0.08
688258.SH,卓易信息,143.2,240.81,332.21,16.36,3.92,5.18,3.75,0.13,0.0,511.02,11.24,44.36,0.02,29.55,169.42,92.98,0.03
688766.SH,普冉股份,361.24,458.82,457.87,15.9,1.65,2.64,1.61,,0.0,-83.7,21.91,13.29,0.02,20.89,554.46,347.59,0.02
301536.SZ,星宸科技,138.49,101.17,123.86,9.64,5.4,6.64,4.74,0.5,0.0,0.57,-3.34,32.93,0.02,-37.09,45.88,30.47,0.04
301180.SZ,万祥科技,34.8,658.64,-502.67,6.43,0.48,0.74,1.12,,0.0,166.72,-4.24,33.5,0.02,扣非亏损,危险信号,1780.1,0.02
600610.SH,中毅达,76.26,191.66,201.85,101.55,67.88,50.17,8.28,,0.0,449.83,-7.51,89.08,0.02,-26.87,5.95,7.64,0.19
920879.BJ,基康技术,30.77,54.41,47.49,6.6,8.87,8.89,8.44,0.7,68.18,23.31,11.29,17.79,0.02,4.21,5.35,6.12,0.21
002538.SZ,司尔特,67.17,32.44,31.77,1.25,2.73,2.92,3.16,,0.0,-37.22,3.99,15.82,0.02,7.96,23.27,22.22,0.06
002119.SZ,康强电子,80.01,62.24,119.0,5.51,4.99,6.85,4.72,,0.0,17.37,-2.5,42.9,0.02,-47.55,47.73,18.17,0.04
603286.SH,日盈电子,68.93,-287.52,-229.99,8.33,-2.83,-2.1,-0.47,,0.0,-375.58,18.94,55.27,0.02,扣非亏损,扣非亏损,亏损,-0.98
301281.SZ,科源制药,34.16,128.03,132.84,3.92,1.66,2.3,1.93,,0.0,-15.84,3.3,14.6,0.02,40.29,160.11,111.33,0.03
000929.SZ,*ST兰黄,19.43,133.35,-21.4,4.16,-7.96,2.25,-2.32,,0.0,-49.81,-11.94,30.13,0.02,扣非亏损,扣非亏损,118.54,-0.98
688277.SH,天智航,109.39,-71.93,-56.11,8.76,-11.13,-9.06,-6.62,,0.0,-21.97,6.58,27.29,0.02,扣非亏损,扣非亏损,亏损,-0.98
603239.SH,浙江仙通,59.37,29.36,31.46,4.73,12.33,12.74,10.96,,0.0,17.14,15.89,24.2,0.02,1.98,5.1,4.61,0.22
300969.SZ,恒帅股份,68.47,88.66,93.78,11.04,8.66,9.67,8.14,,0.0,-25.34,18.54,30.12,0.02,5.06,21.66,18.34,0.07
002546.SZ,新联电子,85.49,12.48,62.48,2.37,3.33,15.12,16.3,,0.0,8.1,19.04,8.21,0.02,3.28,37.49,1.65,0.05
688081.SH,兴图新科,39.58,-66.34,-46.16,10.12,-10.84,-10.82,-7.88,,0.0,-5.13,-0.63,29.73,0.02,扣非亏损,扣非亏损,亏损,-0.98
688167.SH,炬光科技,296.09,9885.83,-184.34,13.47,-1.66,0.1,-1.01,,0.0,37.86,9.39,28.16,0.02,扣非亏损,扣非亏损,197716.51,-0.98
000608.SZ,*ST阳光,28.03,-12.92,-12.51,1.36,-3.36,-3.17,0.33,,0.0,-158.22,-22.77,42.09,0.02,扣非亏损,扣非亏损,亏损,-0.98
300620.SZ,光库科技,407.73,267.42,465.55,19.8,4.24,5.76,3.4,,0.0,89.72,15.8,41.03,0.02,29.46,219.85,92.85,0.03
920047.BJ,诺思兰德,45.12,-140.0,-127.88,23.31,-12.04,-11.76,-7.4,,0.0,8.03,8.95,24.41,0.02,扣非亏损,扣非亏损,亏损,-0.98
300797.SZ,钢研纳克,61.01,46.41,53.24,4.88,5.99,8.08,4.59,,0.0,11.61,16.09,41.13,0.02,3.31,17.76,11.49,0.08
600107.SH,ST尔雅,20.66,-43.43,-36.72,4.53,-9.18,-7.52,-4.48,,0.0,22.3,-11.01,37.4,0.02,扣非亏损,扣非亏损,亏损,-0.98
300701.SZ,森霸传感,30.34,42.13,68.08,3.54,3.66,6.41,6.48,,0.0,-6.88,16.54,10.15,0.02,4.12,37.21,13.14,0.05
688629.SH,华丰科技,193.69,165.14,250.74,29.17,12.82,14.19,7.19,,0.0,377.64,10.34,54.43,0.02,24.24,39.12,23.28,0.05
002512.SZ,ST达华,49.91,-37.1,-21.93,13.06,-30.0,-23.33,-3.3,,0.0,-323.54,-3.71,82.55,0.02,扣非亏损,扣非亏损,亏损,-0.98
688618.SH,三旺通信,35.85,77.21,254.7,4.09,2.13,4.01,3.71,,0.0,-26.07,14.78,16.32,0.02,17.23,239.33,38.51,0.03
920961.BJ,创远信科,25.85,679.95,-211.84,4.72,-2.91,0.52,-0.39,,0.0,-4.0,-17.82,40.64,0.02,扣非亏损,扣非亏损,2615.18,-0.98
002049.SZ,紫光国微,626.4,37.21,51.77,4.77,9.05,9.79,7.38,,0.0,32.34,4.09,27.02,0.02,12.65,11.44,7.6,0.11
688071.SH,华依科技,29.08,-74.49,-59.4,2.75,-3.03,-1.79,-1.42,,0.0,4.86,9.95,53.59,0.02,扣非亏损,扣非亏损,亏损,-0.98
300926.SZ,博俊科技,86.68,15.12,14.53,3.86,21.39,22.58,10.15,,0.0,70.27,74.06,59.66,0.02,0.2,1.36,1.34,0.76
920810.BJ,春光智能,7.65,214.47,-37.33,5.07,1.03,1.79,1.21,,0.0,114.79,-18.31,49.89,0.02,扣非亏损,危险信号,239.64,0.01
920169.BJ,七丰精工,16.42,69.01,168.21,7.8,3.4,8.68,8.76,,0.0,44.33,-5.11,17.76,0.02,-32.9,98.85,15.9,0.03
603327.SH,福蓉科技,103.19,94.93,117.15,5.16,3.56,3.91,3.28,,0.0,-30.76,8.94,42.91,0.02,13.11,65.78,48.56,0.04
301316.SZ,慧博云通,189.28,193.52,396.32,17.36,2.04,7.03,3.79,,0.0,-36.23,23.99,39.24,0.02,16.52,389.19,55.06,0.02
603048.SH,浙江黎明,32.23,54.07,57.29,2.52,3.14,3.5,2.73,0.33,35.0,26.93,3.49,19.85,0.02,16.41,18.25,15.45,0.08
002212.SZ,天融信,98.72,-31.78,-747.04,1.07,-2.7,-2.53,-3.54,,0.0,-36.43,-5.28,13.75,0.02,扣非亏损,扣非亏损,亏损,-0.98
688531.SH,日联科技,79.67,74.11,99.21,3.72,2.93,3.79,3.39,,0.0,41.54,29.04,16.04,0.02,3.42,67.69,39.11,0.04
300069.SZ,金利华电,22.77,235.4,109.55,8.06,1.21,2.6,1.98,,0.0,-74.09,18.63,54.13,0.02,5.88,180.76,181.07,0.03
688039.SH,当虹科技,51.02,-176.8,-82.74,4.59,-2.52,-1.91,-2.4,,0.0,61.67,-9.4,25.97,0.02,扣非亏损,扣非亏损,亏损,-0.98
000702.SZ,正虹科技,18.85,-175.38,-38.28,6.96,-3.65,-2.93,-0.68,,0.0,52.86,-7.23,41.99,0.02,扣非亏损,扣非亏损,亏损,-0.98
688206.SH,概伦电子,148.22,264.74,-225.84,7.35,-0.98,2.12,1.71,,0.0,55.0,29.72,17.24,0.02,扣非亏损,扣非亏损,249.75,-0.98
300846.SZ,首都在线,125.85,-121.67,-61.24,18.95,-13.04,-11.16,-3.42,,0.0,21.89,4.74,56.55,0.02,扣非亏损,扣非亏损,亏损,-0.98
300053.SZ,航宇微,114.02,-126.31,-38.5,7.18,-4.7,-4.17,-2.74,,0.0,-10.7,-31.95,30.68,0.02,扣非亏损,扣非亏损,亏损,-0.98
688403.SH,汇成股份,133.12,80.36,88.55,3.87,3.06,3.73,3.36,,0.0,19.04,23.7,28.25,0.02,3.74,57.91,43.09,0.04
600865.SH,百大集团,45.0,140.81,76.99,1.96,1.82,1.01,1.72,,0.0,-32.53,-9.84,6.49,0.02,-7.83,84.56,278.83,0.03
002919.SZ,名臣健康,60.92,108.24,-703.77,7.47,5.01,5.07,3.36,,0.0,-57.03,28.18,29.92,0.02,扣非亏损,危险信号,42.7,0.02
603778.SH,国晟科技,131.72,-66.81,-52.85,18.49,-19.07,-19.17,-5.94,,0.0,0.39,174.4,70.52,0.02,扣非亏损,扣非亏损,亏损,-0.98
688318.SH,财富趋势,294.18,119.77,113.42,7.94,2.67,4.97,4.93,,0.0,-10.87,7.74,4.76,0.02,14.65,84.87,48.2,0.03
300498.SZ,温氏股份,1037.53,16.55,14.49,2.69,11.53,12.4,6.55,1.78,0.0,-24.6,17.64,49.41,0.02,0.82,2.51,2.67,0.42
300180.SZ,华峰超纤,116.12,93.95,4042.16,2.53,1.35,2.04,1.54,,0.0,-29.49,3.48,25.29,0.02,1161.43,5989.28,92.11,0.02
001269.SZ,欧晶科技,49.06,-42.21,-12.57,5.62,-9.02,-8.56,-3.39,,0.0,60.37,39.17,53.05,0.02,扣非亏损,扣非亏损,亏损,-0.98
300584.SZ,海辰药业,36.83,123.52,130.97,5.16,2.86,3.16,2.7,,0.0,1.64,-4.4,27.65,0.02,-29.75,91.6,78.18,0.03
002201.SZ,九鼎新材,70.68,75.97,86.97,6.57,6.22,6.65,4.44,0.09,0.0,199.85,-0.57,63.25,0.02,-153.49,27.95,22.85,0.06
002438.SZ,江苏神通,90.31,31.29,33.68,2.66,6.14,6.51,4.62,,0.0,7.11,3.98,39.06,0.02,8.45,10.97,9.61,0.11
688699.SH,明微电子,52.2,-147.66,-113.26,4.31,-3.36,-2.16,-2.24,,0.0,-181.59,-18.97,21.01,0.02,扣非亏损,扣非亏损,亏损,-0.98
688270.SH,臻镭科技,317.91,229.81,430.0,14.3,3.75,4.61,4.34,,0.0,1551.91,16.94,7.07,0.02,25.38,229.27,99.7,0.02
002195.SZ,岩山科技,585.33,243.44,341.45,5.94,1.86,1.85,1.04,,0.0,595.37,-8.89,3.32,0.02,-38.39,367.82,263.18,0.02
300875.SZ,捷强装备,40.49,-148.91,-15.2,4.88,-3.02,-2.43,-1.41,,0.0,-64.53,-3.17,27.25,0.02,扣非亏损,扣非亏损,亏损,-0.98
600117.SH,西宁特钢,95.37,-12.73,-9.23,2.37,-13.25,-13.09,-4.3,,0.0,-15.42,-19.06,53.81,0.02,扣非亏损,扣非亏损,亏损,-0.98
301088.SZ,戎美股份,28.4,59.7,81.85,1.37,0.71,1.69,2.26,0.77,0.0,-40.31,-6.85,2.32,0.02,-11.94,229.37,70.66,0.02
600391.SH,航发科技,143.61,367.35,331.29,8.18,1.29,1.72,1.9,,0.0,-42.79,4.18,63.48,0.02,79.22,514.79,427.15,0.02
920433.BJ,大唐药业,9.67,-26.68,-28.24,3.46,-10.19,-8.84,-7.8,,0.0,-755.74,-1.19,27.41,0.02,扣非亏损,扣非亏损,亏损,-0.98
002287.SZ,奇正藏药,138.69,24.61,31.79,2.89,6.36,9.88,7.55,0.93,32.56,4.21,9.94,26.92,0.02,3.2,5.0,2.49,0.22
920719.BJ,宁新新材,9.22,-8.15,-3.59,2.31,-18.99,-19.2,-4.82,,0.0,-112.39,9.51,70.01,0.02,扣非亏损,扣非亏损,亏损,-0.98
603813.SH,*ST原尚,35.46,-65.61,-52.38,6.5,-7.92,-7.14,-1.78,,0.0,-49.3,-13.63,60.08,0.02,扣非亏损,扣非亏损,亏损,-0.98
300346.SZ,南大光电,330.77,86.82,152.77,10.12,6.68,8.47,6.79,0.42,60.0,18.13,35.47,37.3,0.02,4.31,22.86,10.25,0.06
300955.SZ,嘉亨家化,36.81,-93.59,-65.03,4.19,-3.38,-3.25,-1.18,,0.0,-3249.08,-7.33,54.19,0.02,扣非亏损,扣非亏损,亏损,-0.98
002890.SZ,弘宇股份,26.21,173.78,242.36,4.58,1.56,1.99,1.65,,0.0,-6.95,-7.7,18.87,0.02,-31.46,310.76,174.66,0.02
002829.SZ,星网宇达,36.8,102.35,-18.07,3.05,-4.63,2.26,0.74,,0.0,-178.41,-11.17,26.56,0.02,扣非亏损,扣非亏损,90.57,-0.98
301183.SZ,东田微,86.03,109.98,124.21,12.58,8.77,8.9,6.47,,0.0,100.94,20.13,30.7,0.02,6.17,28.31,24.71,0.06
300128.SZ,锦富技术,88.63,-40.37,-21.24,13.42,-22.41,-22.98,-4.63,,0.0,-0.14,24.0,78.16,0.02,扣非亏损,扣非亏损,亏损,-0.98
301021.SZ,英诺激光,85.69,291.14,252.12,8.58,1.63,2.22,1.48,,0.0,296.08,6.08,17.61,0.02,41.44,308.42,262.28,0.02
002524.SZ,光正眼科,23.91,10430.36,-13.84,19.78,-7.82,0.15,2.57,,0.0,68.82,-1.13,89.56,0.02,扣非亏损,扣非亏损,139071.48,-0.98
688276.SH,百克生物,77.81,-36.88,-39.95,1.97,-4.4,-3.86,-3.91,,0.0,-173.4,8.93,24.04,0.02,扣非亏损,扣非亏损,亏损,-0.98
000564.SZ,供销大集,320.79,408.05,-64.11,2.5,-0.9,0.46,1.18,,0.0,53.58,-4.73,50.47,0.02,扣非亏损,扣非亏损,1774.15,-0.98
300147.SZ,ST香雪,62.45,-13.02,-6.79,9.07,-35.59,-41.0,-1.77,,0.0,-51.66,-13.47,85.08,0.02,扣非亏损,扣非亏损,亏损,-0.98
301033.SZ,迈普医学,37.7,44.26,47.22,5.96,10.03,10.43,10.52,,0.0,57.94,21.94,11.04,0.02,2.15,9.41,8.49,0.13
300580.SZ,贝斯特,103.4,34.9,39.91,3.38,6.98,7.41,7.1,0.11,10.11,6.06,9.08,14.72,0.02,4.39,5.72,4.71,0.2
003008.SZ,开普检测,18.72,32.43,32.49,2.38,5.09,5.39,6.07,2.32,76.92,9.88,15.58,4.16,0.02,2.09,6.38,6.02,0.18
300499.SZ,高澜股份,103.87,255.92,-1685.92,8.44,1.94,2.5,1.36,,0.0,204.09,-11.97,34.34,0.02,扣非亏损,危险信号,204.74,0.02
002326.SZ,永太科技,194.85,513.87,-64.79,8.19,-0.24,1.21,1.33,,0.0,93.81,6.04,73.94,0.02,扣非亏损,扣非亏损,849.38,-0.98
688098.SH,申联生物,37.0,9979.9,-97.53,2.62,-0.36,0.02,-0.09,,0.0,67.18,-5.31,8.94,0.02,扣非亏损,扣非亏损,997990.02,-0.98
920454.BJ,同心传动,9.34,53.71,60.85,4.82,5.6,6.71,6.07,,0.0,45.78,1.15,19.98,0.02,52.99,21.74,16.01,0.07
920699.BJ,海达尔,9.09,28.56,25.56,6.01,15.94,15.94,11.71,,0.0,5.49,18.35,35.86,0.02,1.39,3.21,3.58,0.33
300684.SZ,中石科技,109.87,48.0,51.41,7.69,11.46,12.14,11.06,,0.0,142.37,10.38,20.3,0.02,4.95,8.98,7.91,0.13
300810.SZ,中科海讯,41.13,-41.53,-335.81,5.72,-9.97,-9.88,-7.41,,0.0,16.69,9.65,38.74,0.02,扣非亏损,扣非亏损,亏损,-0.98
300489.SZ,光智科技,59.64,-499.17,148.03,9.45,1.53,-1.44,2.38,,0.0,114.1,27.05,78.25,0.02,5.47,192.92,亏损,0.03
688686.SH,奥普特,117.16,48.11,73.93,3.84,5.49,6.09,5.67,,0.0,34.99,3.22,13.0,0.02,22.94,26.93,15.8,0.06
300570.SZ,太辰光,245.81,83.69,81.0,17.5,15.32,16.35,13.84,,0.0,80.08,31.65,20.15,0.02,2.56,10.58,10.24,0.11
603809.SH,豪能股份,107.67,30.41,32.13,2.95,7.55,7.98,5.53,,0.0,8.56,18.46,46.51,0.02,1.74,8.51,7.62,0.14
301535.SZ,浙江华远,18.29,115.83,,10.58,6.29,7.46,6.49,0.46,0.0,,14.68,21.69,0.02,,,31.05,0.05
688259.SH,创耀科技,43.02,46.94,116.83,2.73,1.76,4.45,2.54,0.48,0.0,-23.31,1.98,13.21,0.02,58.99,132.97,21.1,0.03
300091.SZ,*ST金灵,47.26,-22.96,-8.59,19.81,-39.88,-48.94,-4.98,,0.0,-54.26,-5.81,93.1,0.02,扣非亏损,扣非亏损,亏损,-0.98
000966.SZ,长源电力,161.45,37.87,248.82,1.25,1.98,2.48,2.09,,0.0,-69.64,13.14,65.27,0.02,18.93,250.89,30.54,0.02
300506.SZ,ST名家汇,37.54,-48.16,-32.12,-428.06,-301.77,,-12.68,,0.0,-161.58,-22.48,102.52,0.02,扣非亏损,扣非亏损,,-0.98
301076.SZ,新瀚新材,44.66,103.53,129.89,6.07,3.66,4.41,4.46,0.2,38.46,18.05,7.37,7.92,0.02,17.63,35.53,23.48,0.05
688002.SH,睿创微纳,477.02,50.62,64.92,7.94,11.47,11.99,8.17,0.08,10.39,50.83,34.8,36.9,0.02,1.87,5.66,4.22,0.2
600828.SH,茂业商业,105.09,188.94,-87.37,1.5,0.62,0.6,1.41,,0.0,-67.55,-13.19,58.22,0.02,扣非亏损,危险信号,629.81,0.02
603260.SH,合盛硅业,579.64,-135.25,-1277.31,1.81,-0.84,-0.98,0.46,,0.0,-120.61,7.8,62.89,0.02,扣非亏损,扣非亏损,亏损,-0.98
688545.SH,兴福电子,91.85,82.28,100.41,6.23,6.49,6.01,5.15,,0.0,18.41,29.98,29.77,0.02,3.35,30.94,27.38,0.05
002463.SZ,沪电股份,1560.94,43.11,45.73,11.2,20.76,21.07,12.78,,0.0,48.17,22.95,46.78,0.02,1.99,4.41,4.09,0.25
688257.SH,新锐股份,191.81,86.98,96.94,8.28,6.83,7.33,5.52,0.12,9.92,35.9,27.8,45.63,0.02,3.49,14.2,11.87,0.09
688051.SH,佳华科技,27.18,-30.32,-17.92,4.17,-10.78,-9.8,-7.04,,0.0,-68.41,-9.9,31.54,0.02,扣非亏损,扣非亏损,亏损,-0.98
001289.SZ,龙源电力,929.23,26.31,31.49,2.03,5.76,5.88,3.44,0.66,24.77,-16.03,-2.74,65.88,0.02,-11.48,5.47,4.47,0.2
002780.SZ,三夫户外,20.29,90.79,-202.53,3.73,2.81,3.13,3.41,,0.0,408.49,15.43,44.96,0.02,扣非亏损,危险信号,58.01,0.01
688157.SH,松井股份,60.77,181.18,166.38,4.49,1.68,1.89,1.5,,0.0,-65.46,14.26,22.13,0.02,11.67,198.42,191.72,0.02
600965.SH,福成股份,48.79,68.04,71.01,2.24,2.48,2.49,2.68,,0.0,70.58,-6.76,17.34,0.02,-10.51,57.31,54.72,0.04
300459.SZ,汤姆猫,154.17,-281.45,-16.76,7.87,-2.01,-1.92,1.56,,0.0,-165.46,-16.18,43.51,0.02,扣非亏损,扣非亏损,亏损,-0.98
301128.SZ,强瑞技术,93.7,71.07,85.35,12.35,12.69,13.08,8.4,,0.0,48.62,40.94,54.31,0.02,2.08,13.45,10.87,0.09
300293.SZ,蓝英装备,51.78,-149.26,-121.43,6.69,-3.71,-3.75,-0.84,,0.0,-1477.64,7.57,53.33,0.02,扣非亏损,扣非亏损,亏损,-0.98
300913.SZ,兆龙互连,131.73,95.79,101.07,13.25,10.52,10.82,9.45,,0.0,93.2,8.09,20.32,0.02,12.49,19.21,17.71,0.07
605118.SH,力鼎光电,169.77,59.57,67.21,11.55,13.59,14.01,13.07,1.0,94.7,88.5,7.58,15.36,0.02,8.87,4.95,4.25,0.22
688070.SH,纵横股份,48.61,-184.01,-2677.21,8.07,-3.74,-3.51,-1.23,,0.0,62.74,25.65,39.12,0.02,扣非亏损,扣非亏损,亏损,-0.98
688177.SH,百奥泰,92.22,-30.9,-21.46,19.05,-46.73,-37.55,-9.56,,0.0,31.12,4.9,78.27,0.02,扣非亏损,扣非亏损,亏损,-0.98
002425.SZ,凯撒文化,33.46,-23.34,-7.16,1.16,-3.52,-3.66,-3.25,,0.0,-5.45,-19.56,11.06,0.02,扣非亏损,扣非亏损,亏损,-0.98
300765.SZ,新诺威,421.24,-1313.69,-264.56,11.42,-1.75,-0.65,-4.68,,0.0,-147.4,5.09,32.94,0.02,扣非亏损,扣非亏损,亏损,-0.98
688805.SH,健信超导,14.73,123.4,121.56,15.54,9.23,9.81,7.91,,0.0,45.93,9.99,26.1,0.02,12.17,26.35,25.16,0.06
002715.SZ,登云股份,21.98,-614.82,-268.26,4.66,0.89,-0.56,1.31,,0.0,-64.24,1.89,43.89,0.02,扣非亏损,危险信号,亏损,0.02
300555.SZ,ST路通,26.11,-54.55,-43.35,5.55,-7.91,-7.35,-7.8,,0.0,1.51,-2.14,12.8,0.02,扣非亏损,扣非亏损,亏损,-0.98
300766.SZ,每日互动,145.88,-222.46,-427.69,10.24,-3.12,-3.49,-3.97,,0.0,-700.16,-7.09,10.73,0.02,扣非亏损,扣非亏损,亏损,-0.98
001212.SZ,中旗新材,94.3,2209.36,-1291.56,6.34,0.03,0.21,0.03,,0.0,-98.36,-9.05,20.58,0.02,扣非亏损,危险信号,21041.51,0.02
600598.SH,北大荒,310.74,17.18,28.55,3.79,16.88,16.84,13.72,,0.0,0.05,13.87,25.66,0.02,2.06,3.38,2.04,0.31
603797.SH,联泰环保,29.58,19.51,22.11,0.9,3.58,3.47,3.22,,0.0,-33.6,-1.14,65.34,0.02,-19.47,12.37,11.25,0.1
300237.SZ,ST美晨,35.47,-14.29,-12.06,-20.32,,,-1.9,,0.0,51.68,-3.36,101.14,0.02,扣非亏损,,,-10.0
600892.SH,*ST大晟,20.3,-22.12,-17.8,268.85,-164.52,-164.01,-18.81,,0.0,-289.73,-6.75,96.57,0.02,扣非亏损,扣非亏损,亏损,-0.98
300318.SZ,博晖创新,49.75,-113.55,-230.74,3.78,-1.37,-2.47,-0.81,,0.0,-219.63,8.06,47.1,0.02,扣非亏损,扣非亏损,亏损,-0.98
300637.SZ,扬帆新材,28.7,70.31,257.18,3.92,3.94,4.4,3.23,,0.0,187.72,0.98,44.11,0.02,261.39,130.58,31.96,0.03
688809.SH,强一股份,82.19,131.29,124.48,31.74,19.86,20.02,19.62,,0.0,100.13,83.98,15.68,0.02,1.48,12.54,13.12,0.1
300157.SZ,新锦动力,52.31,53.17,-63.64,-27.98,-44.6,,5.76,,0.0,41.69,11.98,89.33,0.02,扣非亏损,扣非亏损,,-0.98
688066.SH,航天宏图,57.82,-11.83,-3.68,13.79,-55.68,-52.88,-7.45,,0.0,-45.21,9.32,80.05,0.02,扣非亏损,扣非亏损,亏损,-0.98
300722.SZ,新余国科,85.88,133.67,131.01,13.53,8.0,7.62,6.47,,0.0,-20.34,14.92,24.98,0.02,8.78,32.77,35.08,0.05
603131.SH,上海沪工,75.94,-2886.39,-139.0,6.33,-1.13,-0.16,0.89,,0.0,-137.29,-5.24,41.51,0.02,扣非亏损,扣非亏损,亏损,-0.98
000007.SZ,全新好,47.43,1040.72,629.8,25.96,1.45,1.89,1.38,,0.0,-36.1,21.27,46.81,0.02,29.61,871.21,1101.3,0.02
000859.SZ,国风新材,96.85,-110.73,-136.38,3.55,-2.65,-2.0,-1.43,,0.0,9.75,7.73,40.25,0.02,扣非亏损,扣非亏损,亏损,-0.98
000830.SZ,鲁西化工,375.88,27.55,28.53,1.97,4.9,5.41,3.7,,0.0,-41.05,-1.21,46.62,0.02,-23.65,11.64,10.19,0.1
600570.SH,恒生电子,516.91,85.18,60.24,5.72,3.29,5.17,3.46,,0.0,8.9,6.89,31.42,0.02,8.75,36.65,32.95,0.05
002182.SZ,宝武镁业,166.96,164.1,298.16,3.56,1.32,1.62,1.49,,0.0,-43.02,4.54,56.67,0.02,65.73,452.42,202.59,0.02
300221.SZ,银禧科技,47.98,44.08,52.18,3.47,6.07,6.13,4.31,,0.0,111.92,-2.16,35.76,0.02,-24.16,17.2,14.38,0.08
000659.SZ,珠海中富,49.89,-69.77,-36.34,29.34,-25.49,-27.34,1.75,,0.0,-83.02,-11.1,95.55,0.02,扣非亏损,扣非亏损,亏损,-0.98
300653.SZ,正海生物,36.56,40.68,57.03,4.18,6.71,7.61,7.5,,0.0,-45.34,-2.82,9.37,0.02,-20.25,16.99,10.69,0.08
920690.BJ,捷众科技,12.03,26.02,26.35,3.17,9.22,9.21,9.27,,0.0,50.48,18.4,13.8,0.02,1.43,5.72,5.65,0.19
601929.SH,吉视传媒,110.28,-23.87,-22.4,2.2,-6.71,-6.69,-1.71,,0.0,7.0,-5.54,60.16,0.02,扣非亏损,扣非亏损,亏损,-0.98
688288.SH,鸿泉技术,27.03,49.37,46.52,3.49,4.33,5.48,3.78,,0.0,198.06,19.23,33.77,0.02,2.42,21.5,18.02,0.06
300811.SZ,铂科新材,201.18,62.68,65.4,8.46,11.09,10.94,10.48,,0.0,2.97,33.02,23.19,0.02,1.98,11.79,11.46,0.1
002413.SZ,雷科防务,179.29,-151.13,-49.94,5.45,-3.05,-2.67,-1.49,,0.0,27.68,-8.33,33.37,0.02,扣非亏损,扣非亏损,亏损,-0.98
002428.SZ,云南锗业,283.16,1170.33,1936.85,19.46,0.15,1.24,1.98,,0.0,-83.79,11.95,56.74,0.02,162.05,25268.78,1887.63,0.02
001255.SZ,博菲电气,29.54,377.0,1292.15,4.9,0.58,0.99,0.77,,0.0,-54.84,-3.25,47.4,0.02,-397.53,4472.66,761.63,0.02
603322.SH,超讯通信,55.86,69.98,-203.92,19.39,21.44,23.19,2.66,,0.0,124.47,7.61,85.56,0.02,扣非亏损,危险信号,6.04,-0.03
000831.SZ,中国稀土,562.66,219.58,221.96,11.64,3.89,4.06,4.18,,0.0,186.01,-0.72,14.04,0.02,-307.5,114.23,108.17,0.03
300548.SZ,长芯博创,427.75,138.96,170.13,24.75,13.23,14.35,12.91,,0.0,859.5,10.27,31.28,0.02,16.56,25.73,19.37,0.06
688568.SH,中科星图,554.18,283.77,274.47,14.33,0.84,3.81,2.94,,0.0,-53.71,46.88,45.1,0.02,5.85,652.11,148.96,0.02
600319.SH,亚星化学,34.0,-17.72,-17.62,8.44,-30.22,-43.49,-3.03,,0.0,-34.86,115.72,85.15,0.02,扣非亏损,扣非亏损,亏损,-0.98
603198.SH,迎驾贡酒,283.84,14.09,13.89,2.79,14.74,14.82,14.78,,0.0,-26.16,16.7,22.17,0.02,0.83,1.88,1.9,0.55
688381.SH,帝奥微,56.48,-174.45,-44.24,2.18,-2.11,-0.91,-1.16,,0.0,-151.07,4.27,6.5,0.02,扣非亏损,扣非亏损,亏损,-0.98
