证券代码,股票简称,所属同花顺行业,沪深指数,公司亮点,所属概念,机构持股占流通股比例,最终控制人持股比例,企业性质,最终控制人类型,最终控制人,控制人,三级行业,二级行业,一级行业,主营产品,投资逻辑,index,国家队机构名称,国家队持股比例
600584.SH,长电科技,电子-半导体-集成电路封测,沪深300,世界第三、中国大陆第一的芯片封测龙头，业务覆盖了高中低各种集成电路封测，为国内首家具有RF-SIM卡封装技术的厂商,"华为海思,央企国企改革,苹果,物联网,移动支付,汽车芯片,同花顺果指数,智能穿戴,第三代半导体,芯片封装测试,共封装光学(CPO),国家大基金持股,中芯国际,先进封装,人民币贬值受益,芯片,汽车电子,股权转让(并购重组),微电子,NFC,IGBT,存储芯片,智能手表,融资租赁",47.54,,民营企业,,,,封测,半导体,科技,芯片封装测试,全球芯片封测企业排名第三，国内排名第一,257.0,大基金一期,13.24
000725.SZ,京东方A,电子-光学光电子-面板,沪深300,全球领先的半导体显示技术、产品与服务提供商,"民营医院,小米,MiniLED,苹果,物联网,同花顺漂亮100,物联网应用层,传感器,地方国企改革,电子纸,芯片,虚拟现实,联想,指纹技术,屏下指纹技术,智能医疗,MicroLED,国企改革,互联网医疗,裸眼3D,触摸屏,同花顺果指数,智能穿戴,智能终端,智能电视,华为,全面屏,北京国企改革,钙钛矿电池,人工智能,柔性屏(折叠屏),医疗器械,OLED",33.08,12.96,省属国资控股,地方国资委,北京市人民政府国资委,北京市人民政府国资委,显示面板,消费电子,科技,液晶面板,全球液晶面板制造龙头,,,
600660.SH,福耀玻璃,汽车-汽车零部件-车身附件及饰件,沪深300,全球汽车玻璃行业市占率第一,"特斯拉,小鹏汽车,同花顺漂亮100,央视财经50,证金持股,高股息精选,光伏,光伏玻璃,特种玻璃,小米汽车,同花顺出海50,蔚来汽车,玻璃,太阳能,福建自贸区",61.19,14.98,外资企业,境外,曹德旺,境外,车身附件,汽车零部件,汽车,汽车玻璃,国内最具规模、出口量最大的汽车玻璃生产供应商,270.0,证金公司,1.4
002461.SZ,珠江啤酒,食品饮料-饮料制造-啤酒,中证1000,全国知名的啤酒制造企业，拥有中国最大的啤酒酿造中心,"啤酒,广东国企改革,南沙新区,国企改革,地方国企改革",86.73,49.57,地市国资控股,地方国资委,广州市人民政府国资委,广州市人民政府国资委,啤酒,饮料,必需消费,啤酒,全国知名的啤酒制造企业，拥有中国最大的啤酒酿造中心,,,
001283.SZ,豪鹏科技,电力设备-电池-锂电池,中证2000,国内较早从事废旧二次电池回收及加工利用的企业，小型镍氢电池市占率领先,"固态电池,储能,小米,镍氢电池,智能穿戴,消费电子,两轮车,比亚迪,人民币贬值受益,动力电池回收,新能源汽车,新型烟草(电子烟),锂电制造,锂电池,粤港澳大湾区,回购增持再贷款,AI PC,钠离子电池,外贸受益",25.72,24.58,民营企业,个人,潘党育,个人,锂电池,储能,电力设备,锂离子电池、镍氢电池,公司已位居全球小型镍氢电池市场份额第一位,,,
920088.BJ,科力股份,石油石化-油气开采及服务-油服工程,,主营油田技术服务、油田专用化学品，主要供货中石油、中海油等公司,"西部大开发,新疆振兴",,25.54,民营企业,个人,赵波,个人,油服工程,石油,资源,,,,,
603648.SH,畅联股份,交通运输-物流-物流Ⅲ,中证2000,上海浦东国资委旗下，专注于为国际跨国企业提供精益供应链管理服务,"冷链物流,苹果,一带一路,高股息精选,上海国企改革,地方国企改革,智能物流,换电,长三角一体化,新能源汽车,医疗器械,统一大市场,机器人,国企改革,自由贸易港,上海自贸区",53.74,30.34,省属国资控股,地方国资委,上海市浦东新区国资委,上海市浦东新区国资委,物流,物流,交通运输,精益供应链管理,服务于高端企业的专业性第三方物流企业,,,
300230.SZ,永利股份,基础化工-塑料制品-其他塑料制品,中证2000,长期从事轻型输送带的研发、生产过程中，积累了大量的核心技术,"特斯拉,人民币贬值受益,小米,3D打印,长三角一体化,新能源汽车,智能家居,一带一路,长安汽车,电子商务,机器人,智能物流",,30.9,民营企业,个人,"史佩浩,王亦嘉",个人,塑料制品,合成材料,化工,精密模塑产品,国内最大的轻型输送带制造企业,,,
002145.SZ,中核钛白,基础化工-化学原料-钛白粉,中证1000,国内著名的钛白粉生产企业,"钛白粉,磷化工,动力电池回收,西部大开发,锂电制造,磷酸铁锂,锂电池,脱硫脱硝,钒电池,宁德时代",12.78,33.45,民营企业,个人,王泽龙,个人,钛白粉,化学原料,化工,钛白粉,公司钛白粉产销规模位列国内钛白粉行业企业前列,,,
601288.SH,农业银行,银行-银行-国有大型银行,"沪深300,上证50",我国大型国有商业银行之一,"跨境支付(CIPS),优先股,同花顺中特估100,证金持股,高股息精选",93.94,,央企国资控股,,,,国有大型银行,银行,金融,国有银行,国有五大商行之一，中国主要的综合性金融服务提供商,334.0,"中央汇金, 证金公司, 中央汇金",44.98
600971.SH,恒源煤电,煤炭-煤炭开采加工-煤炭开采,中证1000,从事煤炭开采、洗选、运输、销售等业务,"安徽国企改革,煤炭,融资租赁,养老金持股,油价上调,高股息精选,国企改革,动力煤,地方国企改革",71.68,54.96,省属国资控股,地方国资委,安徽省国资委,安徽省国资委,煤炭,煤炭,资源,煤炭,安徽省第一家上市的煤炭企业,305.0,社保基金,0.62
300269.SZ,联建光电,电子-光学光电子-LED,,国内中高端LED全彩显示应用行业的领军企业之一,"体育产业,MiniLED,广告营销,柔性屏(折叠屏),元宇宙,MR(混合现实),华为,智能交通,MicroLED,智慧城市,军工,裸眼3D",17.57,13.71,民营企业,个人,谭炜樑,个人,LED,消费电子,科技,LED+营销,国内领先的LED数字显示设备生成商及广告营销商,,,
001306.SZ,夏厦精密,机械设备-通用设备-金属制品,中证2000,小模数精密圆柱齿轮全球市占率前二,"人形机器人,减速器,家用电器,共同富裕示范区,安防,比亚迪,工业母机,新能源汽车,智能家居,专精特新,机器人",1.59,73.07,民营企业,个人,"夏挺,夏建敏,夏爱娟",个人,齿轮,金属制品,机械,精密圆柱齿轮,,,,
603036.SH,如通股份,机械设备-专用设备-能源及重型设备,,国内最早从事石油钻采井口装备生成和销售的企业之一,"油品改革,俄乌冲突,一带一路,天然气,机械装备,油气装备",11.52,,民营企业,,,,油气设备,机械设备,机械,石油钻采井口装备,石油钻采井口装备产品规格种类较全的生产企业,,,
600556.SH,天下秀,传媒-文化传媒-广告营销,中证1000,国内领先的红人新经济公司,"网红经济,虚拟数字人,文化传媒,多模态AI,职业教育,AIGC,华为,数据要素,区块链,西部大开发,广告营销,NFT,元宇宙,新媒体,抖音,知识产权保护,Web3.0",47.99,36.1,其他,"个人,境外","李檬,SINA Corporation","个人,境外",广告营销,传媒,科技,新媒体营销,国内领先的新媒体营销服务商及网红新经济公司,,,
300641.SZ,正丹股份,基础化工-化学制品-其他化学制品,,在特种精细化学品和高端环保新材料领域拥有核心技术产权,锂电池,56.32,34.27,民营企业,个人,"沈杏秀,曹正国",个人,化学制品,化学制品,化工,偏苯三酸酐,特种精细化学品和高端环保新材料领域拥有核心技术产权,,,
688244.SH,永信至诚,计算机-软件开发-横向通用软件,中证2000,数字安全测试评估赛道领跑者、网络靶场和人才建设领军者,"军工信息化,人工智能,数据安全,职业教育,智谱AI,华为,专精特新,网络安全,数据要素,华为鲲鹏,军工,信创,财税数字化",55.63,51.35,民营企业,个人,"蔡晶晶,陈俊",个人,信息安全,计算机,科技,网络安全产品,网络靶场领域领先企业,,,
688377.SH,迪威尔,机械设备-专用设备-能源及重型设备,中证2000,油气设备专用件的高新技术企业,"人民币贬值受益,海工装备,页岩气,专精特新,高端装备,天然气",40.27,33.54,民营企业,个人,"李跃玲,张利",个人,油气设备,机械设备,机械,油气设备专用件,国内极少能提供深海油气设备关键承压部件的供应商,,,
600269.SH,赣粤高速,交通运输-公路铁路运输-高速公路,中证1000,江西省内最大的高速公路管养企业,"鄱阳湖经济区,国企改革,高股息精选,核电,地方国企改革",64.35,48.06,省属国资控股,地方政府,江西省交通运输厅,江西省交通运输厅,高速公路,公路,交通运输,公路收费,江西省内最大的高速公路管养企业,,,
605179.SH,一鸣食品,食品饮料-饮料制造-乳品,中证2000,农业产业化国家重点龙头企业,"冷链物流,社区团购,乳业,长三角一体化,电子商务,共同富裕示范区",46.18,82.31,民营企业,个人,"朱明春,朱立科,朱立群,李美香,李红艳",个人,乳制品,食品,必需消费,乳品,农业产业化国家重点龙头企业,,,
300691.SZ,联合光电,计算机-计算机设备-安防设备,中证2000,公司始终走在中国光学镜头制造行业的前列,"智能穿戴,华为,无人机,智慧城市,机器视觉,智能座舱,无人驾驶,消费电子,车联网(车路协同),安防,比亚迪,新能源汽车,汽车电子,虚拟现实,元宇宙,人工智能,光刻机,屏下指纹技术,毫米波雷达,机器人,AI眼镜",11.9,23.9,民营企业,个人,"龚俊强,邱盛平",个人,光学镜头,消费电子,科技,安防类光学镜头,国内知名的光学镜头产品生产设计企业,,,
603810.SH,丰山集团,基础化工-农化制品-农药,中证2000,主产农药原药、中间体及制剂，拥有农药行业HSE管理体系合规企业证书,"固态电池,钠离子电池,锂电池,合成生物,草地贪夜蛾防治,钒电池",0.54,45.01,民营企业,个人,"殷凤山,殷平",个人,农药,化学制品,化工,农药原药/制剂,国内知名农药原药及中间体制剂供应商,,,
600573.SH,惠泉啤酒,食品饮料-饮料制造-啤酒,中证2000,福建省知名的啤酒名牌,"啤酒,合成生物,厄尔尼诺,国企改革,大消费,地方国企改革",51.27,,省属国资控股,地方政府,北京市人民政府,北京市人民政府,啤酒,饮料,必需消费,啤酒,福建、江西等区域名牌啤酒,,,
300751.SZ,迈为股份,电力设备-光伏设备-光伏加工设备,沪深300,太阳能丝网印刷设备市占率全球第一，HJT电池设备龙头，实现了HJT电池整线设备的首次出口，加码半导体及显示面板设备布局,"MiniLED,HJT电池,第三代半导体,高端装备,光伏,先进封装,钙钛矿电池,芯片,锂电池,MicroLED,回购增持再贷款,太阳能,OLED,新型工业化",35.96,42.36,民营企业,个人,"王正根,周剑",个人,光伏加工设备,光伏,电力设备,丝网印刷设备,全球光伏电池丝网印刷设备龙头之一,,,
605168.SH,三人行,传媒-文化传媒-广告营销,中证1000,中国4A协会会员、中国广告协会互联网广告委员会常务委员单位,"文化传媒,多模态AI,AIGC,华为,无人机,数据要素,数字营销,西部大开发,人工智能,ChatGPT,抖音,Web3.0",42.26,47.25,民营企业,个人,"崔蕾,钱俊冬",个人,广告营销,传媒,科技,广告投放代理,在广告行业拥有较高的品牌知名度及市场地位,,,
000811.SZ,冰轮环境,机械设备-通用设备-制冷空调设备,中证1000,致力于在气温控制领域为客户提供系统解决方案,"冷链物流,山东国企改革,地热能,核电,数据中心,地方国企改革,冰雪产业,体育产业,空气能热泵,疫苗存储,碳中和,燃料电池,国企改革,液冷服务器",49.05,21.26,地市国资控股,地方国资委,烟台市人民政府国资委,烟台市人民政府国资委,温控设备,机械设备,机械,气温控制设备,冰轮牌制冷空调设备是中国制冷空调行业的知名品牌,,,
430510.BJ,丰光精密,机械设备-通用设备-金属制品,,以精密机械加工和压铸制造为核心的精密零部件生产企业,"机器人,专精特新,新能源汽车,减速器",56.19,60.16,民营企业,个人,李军,个人,精密模具,机械设备,机械,精密机械加工件,大型专业性精密零部件制造商,,,
300067.SZ,安诺其,基础化工-化学制品-纺织化学用品,,国内高端染料行业领跑者,"节能环保,污水处理,AIGC,算力租赁,电子商务,东数西算(算力),染料,区块链,英伟达,电子纸,Sora(文生视频),海工装备,长三角一体化,芯片,百度,人工智能,C2M,柔性屏(折叠屏),PPP,独角兽,军工",8.83,33.42,民营企业,个人,"纪立军,张烈寅",个人,纺织原料,纺织,可选消费,染料,专注于新型纺织面料和个性化需求面料的染料产品,,,
600587.SH,新华医疗,医药生物-医疗器械-医疗设备,中证1000,感染控制设备的品种和产量国内第一，放疗系列产品国内领先水平,"民营医院,消毒剂,大消费,山东国企改革,地方国企改革,医疗器械,国产替代,体外诊断,智能医疗,合成生物,国企改革,医疗废物处理,互联网医疗",46.89,23.17,省属国资控股,地方国资委,山东省国资委,山东省国资委,医疗器械,医疗器械,生物医药,消毒灭菌设备,国内最大的消毒灭菌设备生厂商,,,
605300.SH,佳禾食品,食品饮料-饮料制造-乳品,中证2000,国内最早进入植脂末行业的企业之一,"预制菜,电子商务,大消费,跨境电商,代糖",31.71,77.55,民营企业,个人,"柳新荣,唐正青",个人,乳制品,食品,必需消费,植脂末、咖啡,公司是国内较早进入植脂末产品领域的企业,,,
002194.SZ,武汉凡谷,通信-通信设备-通信网络设备及器件,中证1000,专注于滤波器领域20多年，在业内处于龙头地位,"基站射频,武汉光谷,职业教育,华为,电子信息,5G,射频器,汽车电子,芯片,通信基站,军工,毫米波雷达",2.99,35.25,民营企业,个人,"孟庆南,王丽丽",个人,通信设备,通信,科技,双工器、滤波器,国际一流的移动通信天馈系统射频器件独立供应商,,,
