证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占比,资产负债率,扣非PEG,扣非市赚率,市赚率
603611.SH,诺力股份,9.58,10.99,1.62,11.21,13.09,5.08,3.29,0.0,23.23,7.0,-0.19,20.71,22.02,68.27,0.53,1.96,1.46
601155.SH,新城控股,17.47,-131.51,0.55,2.43,2.39,1.29,,0.0,20.19,2.95,-27.63,-4.17,,75.45,扣非亏损,扣非转亏,14.62
600586.SH,金晶科技,22.92,25.2,1.48,4.74,4.96,3.76,1.5,0.0,17.87,5.89,-33.17,18.78,0.5,45.4,1.34,10.63,9.24
688183.SH,生益电子,116.53,179.56,7.16,4.45,4.5,3.13,,0.0,21.68,5.87,746.24,-3.37,,41.87,-53.28,80.64,51.79
002613.SZ,北玻股份,31.31,56.52,2.24,4.67,5.32,4.18,1.32,0.0,27.97,7.59,-5.3,19.39,0.05,32.59,2.92,24.22,11.77
300787.SZ,海能实业,54.19,63.33,2.54,2.56,3.0,1.59,1.66,0.0,28.8,2.84,-54.86,9.11,,55.4,6.95,49.45,36.13
301568.SZ,思泰克,57.81,70.05,4.1,4.46,5.25,5.16,1.49,0.0,50.34,24.25,-45.35,1.86,,11.25,37.62,31.4,22.02
600133.SH,东湖高新,44.28,36.37,1.51,2.06,2.4,1.56,1.39,0.0,30.82,16.94,-23.21,11.57,4.03,48.88,3.14,35.32,36.9
600386.SH,北巴传媒,105.84,152.91,1.98,1.1,1.4,2.33,0.45,0.0,16.32,1.31,260.43,4.57,,56.9,33.48,279.03,151.2
003005.SZ,竞业达,128.45,209.25,2.75,1.28,1.62,1.02,,0.0,50.19,7.95,411.79,-10.12,0.11,18.91,-20.68,326.69,158.58
600598.SH,北大荒,15.34,24.64,3.42,17.34,17.21,12.98,3.68,0.0,38.17,30.78,4.16,15.93,,26.39,1.55,2.84,1.78
000897.SZ,津滨发展,8.66,10.61,1.4,12.88,12.87,7.44,,0.0,32.99,22.27,-24.81,33.71,,44.25,0.31,1.65,1.35
002792.SZ,通宇通讯,124.05,435.28,3.06,0.83,1.91,1.11,1.19,0.0,25.39,6.11,243.17,-4.91,,21.21,-88.72,1051.53,129.89
002900.SZ,哈三联,65.9,112.41,1.66,1.55,1.9,1.13,1.47,0.0,51.1,4.47,3.44,-1.74,0.06,39.64,-64.55,145.4,69.37
601969.SH,海南矿业,20.26,23.93,2.18,6.98,8.16,5.48,1.52,0.0,30.9,17.02,16.73,21.06,,41.53,1.14,6.86,4.97
002727.SZ,一心堂,23.11,22.71,1.17,4.45,3.75,2.61,1.73,0.0,31.73,2.26,-49.44,11.49,25.48,54.06,1.98,10.21,12.32
301368.SZ,丰立智能,302.79,451.96,6.55,1.6,1.63,1.07,0.18,0.0,14.9,4.26,-28.97,8.92,,22.31,50.68,566.4,371.52
688543.SH,国科军工,49.0,54.49,4.37,5.82,6.7,5.16,1.43,0.0,37.25,20.39,43.74,21.94,0.06,24.01,2.48,18.71,14.63
301001.SZ,凯淳股份,326.87,141.31,2.51,0.29,0.57,0.65,0.49,0.0,28.69,1.57,124.48,-10.26,,10.74,-13.78,961.0,1146.93
601028.SH,玉龙股份,24.54,24.52,2.73,9.13,8.87,5.94,0.47,0.0,59.64,21.8,-16.84,-28.72,,63.26,-0.85,5.37,5.53
000718.SZ,苏宁环球,16.46,30.84,0.8,3.63,3.7,3.62,0.77,72.25,59.69,20.26,-10.01,-21.01,1.45,31.69,-1.47,8.5,4.45
600006.SH,东风股份,-109.12,-35.85,2.05,-3.64,-1.39,-0.85,0.52,0.0,3.03,-1.43,-182.39,-3.12,,49.99,扣非亏损,扣非亏损,亏损
002677.SZ,浙江美大,34.14,26.76,2.94,5.77,5.72,4.86,7.42,0.0,43.27,16.04,-70.6,-0.62,,9.91,-43.33,9.28,11.94
600763.SH,通策医疗,37.61,52.17,6.06,12.46,12.49,11.51,0.57,0.0,41.82,26.95,-0.47,11.89,1.62,27.74,4.39,8.37,6.02
603725.SH,天安新材,19.85,23.34,2.87,9.94,11.01,5.1,1.53,0.0,22.16,4.55,32.27,61.58,19.95,69.61,0.38,4.7,3.61
001225.SZ,和泰机电,37.67,34.95,1.51,2.52,2.98,2.1,3.19,0.0,37.62,23.56,-48.89,-0.21,,7.76,-164.06,27.7,25.28
300243.SZ,瑞丰高材,64.76,62.19,2.93,2.89,3.17,3.19,1.02,0.0,14.97,2.48,-48.42,12.76,,50.86,4.88,43.06,40.86
603926.SH,铁流股份,21.7,30.04,1.36,4.06,4.69,3.01,3.04,0.0,17.9,4.31,-1.53,13.7,0.96,42.15,2.19,14.78,9.25
603050.SH,科林电气,32.26,27.53,3.92,7.87,9.13,3.74,2.23,0.0,22.76,5.77,-3.2,31.27,,68.0,0.88,6.99,7.07
000960.SZ,锡业股份,15.18,14.09,1.39,7.54,6.9,5.09,1.82,0.0,11.63,4.61,46.44,-0.59,,41.79,-23.96,3.74,4.4
300918.SZ,南山智尚,25.34,21.15,2.15,5.76,6.04,4.03,1.67,0.0,33.45,10.7,0.86,5.78,,52.61,3.66,7.34,8.39
002493.SZ,荣盛石化,86.62,61.82,2.31,1.56,1.99,1.94,0.97,0.0,12.16,0.74,630.51,45.13,,75.93,1.37,79.21,87.06
688171.SH,纬德信息,251.51,482.96,2.09,0.23,0.62,0.22,0.38,0.0,39.71,8.22,-77.99,-1.56,,3.3,-308.75,4127.87,811.34
600031.SH,三一重工,23.83,32.31,2.18,6.66,6.99,3.94,1.6,0.0,28.27,8.6,9.42,-8.76,0.07,51.87,-3.69,9.7,6.82
600121.SH,郑州煤电,359.59,50.65,3.78,-0.11,0.8,2.31,,0.0,26.47,2.57,98.22,16.81,,79.2,3.01,转盈,898.98
603991.SH,至正股份,-300.74,-99.94,25.05,-7.12,-6.06,-1.45,,0.0,14.94,-6.97,-13.15,9.03,25.08,56.45,扣非亏损,扣非亏损,亏损
600648.SH,外高桥,22.93,27.86,1.07,2.89,3.47,2.25,4.16,0.0,34.55,8.96,-25.96,-8.9,,71.55,-3.13,19.29,13.21
301103.SZ,何氏眼科,179.49,-152.15,2.03,0.74,0.8,1.72,2.02,0.0,40.92,1.22,-84.57,12.7,,16.37,扣非亏损,扣非转亏,448.73
688567.SH,孚能科技,-40.91,-28.69,1.64,-3.1,-2.97,-0.9,,0.0,13.66,-3.3,78.54,161.84,,59.86,扣非亏损,扣非亏损,亏损
300619.SZ,金银河,-313.4,-113.52,2.5,-1.07,-0.59,0.94,0.49,0.0,18.77,-1.36,-117.15,58.5,,60.65,扣非亏损,扣非亏损,亏损
301618.SZ,长联科技,97.0,95.46,7.87,7.06,9.16,6.83,,0.0,33.27,13.55,-7.09,-1.51,,20.78,-63.29,27.03,21.18
002563.SZ,森马服饰,17.1,17.57,1.5,6.4,6.55,5.08,5.2,0.0,44.77,8.01,-5.31,-3.22,,36.75,-5.46,5.49,5.22
301556.SZ,托普云农,74.18,63.95,8.44,11.66,12.25,8.41,,0.0,53.35,22.83,21.86,22.47,1.0,24.5,2.85,10.97,12.11
000632.SZ,三木集团,-15.32,-4.24,1.28,-6.9,-6.07,1.22,,0.0,3.93,-0.61,-1243.99,21.29,3.92,79.27,扣非亏损,扣非亏损,亏损
002351.SZ,漫步者,31.28,32.51,5.35,12.58,12.85,12.1,1.13,0.0,40.18,17.61,20.85,12.29,0.1,20.54,2.65,5.17,4.87
002601.SZ,龙佰集团,13.63,12.99,1.95,10.9,10.63,5.26,5.25,0.0,26.95,12.25,22.89,24.67,23.02,60.3,0.53,2.38,2.57
000598.SZ,兴蓉环境,10.32,11.52,1.26,9.31,9.43,4.88,2.99,0.0,44.76,26.87,9.45,14.76,0.01,59.35,0.78,2.48,2.19
430478.BJ,峆一药业,25.7,31.14,2.72,7.41,8.0,7.58,1.54,0.0,38.39,18.21,28.87,4.84,,9.16,6.44,8.41,6.43
601528.SH,瑞丰银行,5.47,6.52,0.59,7.44,8.35,,3.64,0.0,,43.98,12.1,8.14,,91.42,0.8,1.75,1.31
600636.SH,国新文化,-195.15,-19.3,1.96,-0.78,-0.75,-1.18,0.38,0.0,73.9,-11.53,-134.7,-16.37,26.96,2.74,扣非亏损,扣非亏损,亏损
600959.SH,江苏有线,59.73,-78.15,0.79,-0.4,1.0,0.87,0.67,0.0,23.53,4.67,45.43,1.13,0.2,37.58,扣非亏损,扣非亏损,119.47
831195.BJ,三祥科技,26.39,29.04,2.11,5.71,6.1,5.72,0.9,0.0,35.63,6.47,-20.17,13.55,,45.47,2.14,10.18,8.65
601658.SH,邮储银行,5.05,5.93,0.62,7.61,8.84,,6.0,30.0,,29.19,0.02,6.24,,93.83,0.95,0.78,0.57
002224.SZ,三力士,60.92,677.38,1.28,1.27,1.54,1.15,0.59,0.0,22.69,8.57,-47.89,0.55,0.0,15.49,1241.84,1067.5,79.11
300488.SZ,恒锋工具,31.62,36.32,2.93,5.51,6.54,6.63,0.81,0.0,45.26,22.08,-8.4,13.82,0.9,33.67,2.63,13.19,9.67
601016.SH,节能风电,13.66,14.5,1.25,6.74,6.81,4.47,2.8,0.0,51.82,31.91,-0.59,19.86,,58.43,0.73,4.3,4.01
002866.SZ,传艺科技,81.97,2184.77,2.37,1.88,2.19,0.1,0.07,0.0,23.98,1.57,-43.96,0.44,0.29,51.0,4972.54,2318.92,74.86
301013.SZ,利和兴,167.03,-118.82,4.01,1.45,1.81,1.13,,0.0,20.31,3.45,269.73,5.12,0.02,44.04,扣非亏损,扣非转亏,184.56
000972.SZ,中基健康,-41.98,-48.92,15.24,-25.43,-23.96,-1.49,,0.0,13.97,-14.41,-209.61,298.37,,90.25,扣非亏损,扣非亏损,亏损
002830.SZ,名雕股份,82.24,46.03,2.73,2.34,2.43,1.67,1.61,0.0,31.66,4.36,7.49,-3.23,,50.5,-14.25,39.41,67.69
603938.SH,三孚股份,73.14,95.23,2.04,1.44,2.1,2.02,0.29,0.0,15.62,3.57,-79.07,34.97,,26.49,2.72,132.28,69.66
003017.SZ,大洋生物,24.3,22.61,1.62,4.73,5.13,3.42,3.5,0.0,19.05,7.63,48.36,12.49,,36.24,1.81,9.55,9.47
000935.SZ,四川双马,40.08,24.78,1.77,3.0,3.31,3.3,1.9,0.0,48.8,32.94,-64.94,-5.76,,9.67,-4.31,16.54,24.22
688302.SH,海创药业,-18.31,-16.31,3.05,-12.88,-11.86,-11.06,,0.0,12.04,-140403.81,36.06,,,12.33,扣非亏损,扣非亏损,亏损
300746.SZ,汉嘉设计,593.27,-404.69,2.94,0.06,0.36,0.33,3.38,0.0,19.01,0.89,-93.96,1.12,28.66,52.49,扣非亏损,扣非转亏,3295.96
300002.SZ,神州泰岳,18.2,23.59,3.88,13.22,17.36,16.13,0.68,0.0,61.95,23.95,54.84,18.48,21.16,12.55,1.28,3.57,2.1
002912.SZ,中新赛克,-76.79,-517.14,3.06,-3.04,-2.85,-3.55,1.07,0.0,76.44,-12.96,-204.64,-4.86,,21.38,扣非亏损,扣非亏损,亏损
600960.SH,渤海汽车,-13.61,-11.67,0.76,-4.46,-4.21,-1.62,,0.0,7.5,-5.64,-67.0,0.33,,42.66,扣非亏损,扣非亏损,亏损
603888.SH,新华网,62.95,86.86,3.76,3.76,4.44,2.9,0.84,0.0,36.34,12.87,49.17,13.37,,29.97,6.5,46.16,28.36
300607.SZ,拓斯达,698.33,-190.42,3.44,0.04,0.38,0.43,0.27,0.0,20.31,0.14,-99.25,20.74,3.46,61.64,扣非亏损,扣非转亏,3675.4
301266.SZ,宇邦新材,92.46,86.71,3.72,2.39,2.84,2.03,0.49,0.0,6.06,1.86,-65.76,50.34,,49.93,1.72,72.69,65.11
300722.SZ,新余国科,104.14,117.7,14.75,10.58,10.9,8.87,0.61,0.0,43.44,20.31,3.26,16.89,0.25,26.3,6.97,22.25,19.11
002122.SZ,汇洲智能,66.4,110.16,2.6,2.66,2.98,1.6,,0.0,20.56,9.04,48.61,4.66,0.67,32.29,23.62,82.97,44.57
600624.SH,复旦复华,-89.76,-68.94,4.99,-4.97,-4.08,-1.24,,0.0,37.46,-7.05,-603.23,-9.12,,48.22,扣非亏损,扣非亏损,亏损
000006.SZ,深振业A,-19.32,-10.17,2.09,-7.82,-7.8,-1.88,,0.0,7.66,-13.1,-13054.26,0.33,,67.4,扣非亏损,扣非亏损,亏损
688158.SH,优刻得,-31.58,-28.53,2.81,-7.13,-6.48,-4.59,,0.0,19.55,-15.19,33.7,-12.34,,28.58,扣非亏损,扣非亏损,亏损
002703.SZ,浙江世宝,77.02,78.95,6.03,6.21,6.38,4.32,0.18,0.0,19.7,7.01,345.89,18.6,,35.81,4.24,25.43,24.15
600284.SH,浦东建设,9.97,14.56,0.79,4.96,6.03,1.71,3.41,0.0,8.14,3.33,-6.34,26.23,,74.82,0.56,5.87,3.31
000795.SZ,英洛华,60.57,59.74,6.2,7.27,7.72,5.76,0.44,0.0,19.78,7.17,390.49,17.25,,30.75,3.46,16.44,15.69
002248.SZ,华东数控,242.34,-121.82,41.54,10.39,13.92,2.5,,0.0,18.79,3.55,-0.66,13.52,,86.45,扣非亏损,扣非转亏,34.82
300267.SZ,尔康制药,-202.88,-25.78,1.46,-0.67,-0.54,-0.47,,0.0,30.94,-3.15,-1027.98,-9.05,0.04,12.9,扣非亏损,扣非亏损,亏损
301139.SZ,元道通信,47.06,44.07,1.51,2.54,2.43,2.06,0.17,0.0,15.58,4.22,8.49,15.62,0.08,35.82,2.82,34.64,38.73
600877.SH,电科芯片,236.66,116.45,7.58,1.88,2.0,1.89,,0.0,30.55,8.12,-45.3,-3.82,,14.95,-30.49,124.14,236.66
000586.SZ,汇源通信,-560.53,-252.17,5.9,-1.0,-0.79,0.17,,0.0,30.87,-0.61,-118.27,1.01,,37.72,扣非亏损,扣非亏损,亏损
300591.SZ,万里马,-26.42,-14.95,5.4,-14.33,-14.25,-6.04,,0.0,10.16,-15.13,-1312.85,22.95,,51.46,扣非亏损,扣非亏损,亏损
300816.SZ,艾可蓝,28.74,58.79,2.35,4.82,6.26,4.08,,0.0,23.39,8.22,430.47,16.79,2.71,55.46,3.5,24.38,9.18
000783.SZ,长江证券,21.32,23.33,1.22,3.88,4.02,,2.23,0.0,,29.88,21.06,-2.37,0.14,75.71,-9.86,12.03,10.61
688625.SH,呈和科技,20.41,21.39,4.15,15.07,15.17,6.56,3.44,0.0,45.08,30.53,20.34,20.29,1.49,58.58,1.05,2.84,2.69
600157.SH,永泰能源,19.01,17.35,0.79,2.99,3.12,3.76,0.41,0.0,25.93,8.1,-13.67,12.61,8.8,51.22,1.38,11.62,12.19
301498.SZ,乖宝宠物,41.78,47.41,6.42,11.43,12.04,13.19,0.43,0.0,41.98,12.85,41.75,29.65,,12.08,1.6,8.3,6.94
300476.SZ,胜宏科技,37.72,44.94,4.63,9.76,9.55,5.15,1.03,0.0,21.55,9.93,33.2,13.14,14.27,53.65,3.42,9.21,7.9
600415.SH,小商品城,21.39,25.54,3.36,12.19,12.31,8.48,2.73,0.0,32.0,21.97,6.12,45.51,1.44,44.78,0.56,4.19,3.47
000668.SZ,荣丰控股,-31.44,-21.26,1.35,-4.04,-3.17,-1.23,,0.0,-1.68,-88.87,-19.52,67.24,,38.56,扣非亏损,扣非亏损,亏损
301089.SZ,拓新药业,-1282.48,-54.9,2.89,-0.65,-0.17,-0.72,0.46,0.0,25.69,-0.81,-103.4,19.27,,10.17,扣非亏损,扣非亏损,亏损
002690.SZ,美亚光电,24.64,25.32,5.76,16.51,17.03,14.78,3.56,0.0,50.45,28.52,-20.14,17.51,,18.77,1.45,3.07,2.89
300931.SZ,通用电梯,153.93,191.49,2.49,0.32,1.2,0.45,1.18,0.0,28.6,2.01,-82.91,1.72,,37.51,111.07,1204.34,256.56
600612.SH,老凤祥,11.23,14.18,2.16,14.21,14.65,13.07,2.83,0.0,8.56,4.34,-14.2,11.4,,40.08,1.24,2.0,1.53
301486.SZ,致尚科技,82.11,100.29,2.64,2.17,2.36,3.71,0.83,0.0,35.09,14.06,0.68,1.37,4.0,13.14,73.03,92.32,69.59
002468.SZ,申通快递,19.08,21.59,1.76,7.02,7.17,4.17,0.26,0.0,5.82,1.91,204.77,23.99,8.41,61.52,0.9,6.15,5.32
300502.SZ,新易盛,42.86,49.56,13.28,26.2,26.29,21.87,0.31,0.0,42.34,32.08,287.73,17.65,2.85,27.88,2.81,3.78,3.26
300464.SZ,星徽股份,-42.89,-65.17,4.49,-1.17,-8.02,-0.91,,0.0,21.54,-3.5,-243.81,-33.45,58.62,67.29,扣非亏损,扣非亏损,亏损
601388.SH,怡球资源,58.97,64.32,1.35,1.86,1.75,1.69,0.5,0.0,5.83,1.53,-37.2,9.47,0.35,29.76,6.79,69.17,67.4
601519.SH,大智慧,-67.76,-56.46,12.64,-12.48,-12.76,-9.86,,0.0,58.61,-39.31,-85.62,3.54,20.64,27.43,扣非亏损,扣非亏损,亏损
300128.SZ,锦富技术,-37.79,-21.45,8.68,-15.57,-15.21,-4.13,,0.0,12.45,-14.97,-30.66,13.26,17.12,64.64,扣非亏损,扣非亏损,亏损
600272.SH,开开实业,71.42,2818.03,5.33,0.21,5.68,5.02,0.43,0.0,18.05,5.98,-86.89,8.29,,54.62,339.9,27399.38,25.15
688416.SH,恒烁股份,-22.64,-15.56,2.2,-8.04,-7.08,-6.74,,0.0,15.47,-39.66,-10.39,24.86,,5.67,扣非亏损,扣非亏损,亏损
002072.SZ,凯瑞德,-587.86,-6615.83,39.19,-5.39,-4.88,-2.31,,0.0,2.75,-0.5,-80.71,185.24,,51.86,扣非亏损,扣非亏损,亏损
002842.SZ,翔鹭钨业,-42.21,-12.44,2.51,-7.91,-4.01,0.17,,0.0,5.97,-2.49,-34.47,11.8,0.45,60.86,扣非亏损,扣非亏损,亏损
688428.SH,诺诚健华,-68.69,-73.14,3.71,-3.83,-3.95,-4.47,,0.0,85.95,-40.89,51.27,25456.05,0.05,27.87,扣非亏损,扣非亏损,亏损
002936.SZ,郑州银行,6.5,14.83,0.43,4.14,5.14,,,0.0,,25.32,-18.14,-2.05,,91.48,-7.25,7.17,2.53
002110.SZ,三钢闽光,-5.11,-9.34,0.48,-4.01,-6.74,-2.97,,0.0,3.13,-3.99,-5432.47,1.38,,63.48,扣非亏损,扣非亏损,亏损
300804.SZ,广康生化,59.92,108.98,1.44,0.93,1.83,1.81,2.19,0.0,22.66,4.84,-41.87,6.77,,31.13,16.1,235.27,65.49
002551.SZ,尚荣医疗,148.0,-18.23,1.11,0.13,0.56,0.1,,0.0,15.84,1.85,-59.91,-18.76,0.05,29.45,扣非亏损,扣非转亏,528.56
300337.SZ,银邦股份,115.25,172.19,9.73,6.06,6.5,3.62,0.25,0.0,10.5,2.87,68.76,23.74,2.68,67.89,7.25,56.82,35.46
002715.SZ,登云股份,165.82,111.78,5.83,2.82,2.68,2.76,,0.0,31.04,2.99,11.76,14.03,,58.58,7.97,79.19,123.75
600403.SH,大有能源,-7.55,-5.83,1.32,-12.54,-12.41,-1.9,,0.0,13.34,-18.71,-1173.97,-2.62,,68.89,扣非亏损,扣非亏损,亏损
600751.SH,海航科技,57.83,133.09,1.16,1.38,1.51,0.76,,0.0,6.52,13.36,72.5,64.64,,22.03,2.06,192.48,76.59
603308.SH,应流股份,34.11,34.06,2.26,4.88,4.99,2.8,0.84,0.0,33.89,11.03,11.59,9.59,,56.55,3.55,13.97,13.67
002689.SZ,远大智能,-354.71,-66.92,3.36,-4.12,-0.71,-0.05,,0.0,24.7,-1.11,-408.59,17.4,,38.65,扣非亏损,扣非亏损,亏损
301359.SZ,东南电子,51.18,54.82,2.7,3.67,3.92,3.34,1.88,0.0,28.53,14.91,10.22,2.32,,6.37,23.62,29.86,26.11
002109.SZ,兴化股份,-10.46,-8.8,0.94,-6.35,-5.75,-2.1,,0.0,-2.78,-11.96,-53.93,23.57,,52.53,扣非亏损,扣非亏损,亏损
301090.SZ,华润材料,-35.42,-35.21,1.76,-4.51,-3.6,-2.8,0.36,0.0,-0.46,-1.86,-182.47,10.74,,34.33,扣非亏损,扣非亏损,亏损
832522.BJ,纳科诺尔,31.74,42.76,6.25,15.21,15.81,7.61,1.32,0.0,26.59,17.64,31.97,59.64,,51.38,0.72,5.62,4.02
300255.SZ,常山药业,2245.62,-24.68,12.0,-1.55,0.4,0.9,,0.0,18.06,-3.55,93.0,-11.78,,62.19,扣非亏损,扣非亏损,11228.1
300943.SZ,春晖智控,54.64,52.92,3.0,3.73,4.13,2.88,0.84,0.0,26.05,10.22,19.63,-2.9,2.89,19.75,-18.23,28.35,26.46
301127.SZ,天源环保,32.57,28.21,2.98,6.8,6.65,4.55,1.55,0.0,33.98,15.32,8.38,52.89,0.01,55.29,0.53,8.3,9.79
000821.SZ,京山轻机,16.7,24.23,2.39,9.89,11.25,3.39,0.55,0.0,19.02,7.45,27.46,33.62,15.48,71.69,0.72,4.9,2.97
600889.SH,南京化纤,-12.1,-9.95,3.59,-20.21,-20.04,-10.79,,0.0,-7.65,-41.06,-58.02,10.07,,59.18,扣非亏损,扣非亏损,亏损
301393.SZ,昊帆生物,39.75,48.61,2.28,3.75,4.32,3.71,0.42,0.0,41.63,29.36,16.13,12.95,,4.03,3.75,25.9,18.4
688297.SH,中无人机,-306.38,-732.99,5.98,-1.67,-1.44,-1.78,0.46,0.0,26.31,-22.4,-140.85,37.16,,27.04,扣非亏损,扣非亏损,亏损
834682.BJ,球冠电缆,24.16,21.53,2.6,7.77,8.13,5.03,4.47,0.0,10.59,3.31,14.77,13.49,,58.72,1.6,5.54,5.94
001319.SZ,铭科精技,34.8,35.93,2.82,5.56,6.1,5.37,1.49,0.0,29.01,11.49,13.01,6.72,,22.17,5.35,12.92,11.41
600377.SH,宁沪高速,11.62,14.27,1.73,11.48,11.57,7.31,4.59,0.0,34.99,30.86,7.95,26.42,,44.04,0.54,2.48,2.01
002375.SZ,亚厦股份,16.44,25.7,0.7,2.93,3.2,1.38,0.44,0.0,13.22,3.02,5.78,6.16,2.54,62.17,4.17,17.55,10.28
837174.BJ,宏裕包材,-208.53,-119.5,2.53,-2.07,-0.87,-0.26,3.52,0.0,5.45,-0.92,-146.13,5.6,,47.52,扣非亏损,扣非亏损,亏损
301291.SZ,明阳电气,22.05,21.01,2.88,9.95,9.94,5.81,2.54,0.0,23.05,10.65,38.45,44.75,,47.83,0.47,4.22,4.44
002032.SZ,苏泊尔,22.33,20.66,7.6,23.49,24.46,13.82,5.15,0.0,24.47,8.67,5.26,5.04,,52.87,4.1,1.76,1.83
603861.SH,白云电器,25.21,25.8,1.46,4.01,4.19,2.19,0.86,0.0,18.14,3.51,179.23,13.2,,67.35,1.95,12.86,12.03
000034.SZ,神州数码,21.47,19.96,2.76,9.62,9.99,3.96,1.49,0.0,4.49,1.0,2.1,10.29,13.19,77.64,1.94,4.15,4.3
000709.SZ,河钢股份,30.95,49.23,0.46,0.47,0.73,1.81,1.88,0.0,8.53,0.72,-45.98,6.81,0.0,74.76,7.23,209.52,84.78
002948.SZ,青岛银行,4.7,5.53,0.6,8.26,9.51,,5.25,0.0,,33.95,16.52,5.77,,93.49,0.96,1.34,0.99
002456.SZ,欧菲光,981.46,204.04,17.02,0.76,1.36,1.82,,0.0,11.49,0.68,104.7,-24.71,2.74,79.01,-8.26,536.32,1443.33
603929.SH,亚翔集成,10.79,13.2,3.79,28.31,28.61,13.14,4.18,0.0,12.95,9.91,92.79,60.25,,62.51,0.22,0.93,0.75
003002.SZ,壶化股份,33.41,32.38,3.46,7.05,7.87,6.18,1.65,0.0,40.3,13.67,-30.44,33.19,5.61,27.94,0.98,9.18,8.49
000550.SZ,江铃汽车,16.43,17.96,2.34,10.19,10.86,2.39,3.59,0.0,13.86,3.26,64.96,0.69,,65.42,26.0,3.52,3.03
002547.SZ,春兴精工,-26.33,-14.75,93.54,-142.21,-114.22,-3.14,,0.0,7.68,-11.68,-245.89,-20.45,,98.2,扣非亏损,扣非亏损,亏损
000882.SZ,华联股份,135.83,-4067.4,0.79,0.11,0.42,1.79,,0.0,54.82,3.02,77.26,9.0,0.76,46.45,扣非亏损,扣非转亏,646.82
300492.SZ,华图山鼎,70.66,4262.45,33.47,35.59,47.18,12.2,,0.0,57.9,6.07,1641.05,38.7,,81.74,110.15,239.55,3.0
301118.SZ,恒光股份,-31.06,-22.65,1.67,-5.14,-3.95,-1.83,,0.0,6.41,-6.34,-142.97,16.34,,44.72,扣非亏损,扣非亏损,亏损
605011.SH,杭州热电,42.11,47.08,4.15,6.79,7.55,6.48,0.64,0.0,11.72,8.07,0.38,19.03,,30.94,2.47,13.86,11.15
600640.SH,国脉文化,592.82,682.3,2.64,0.89,0.34,-0.66,0.02,0.0,17.21,1.29,353.51,-17.43,0.0,16.04,-39.14,1531.01,3538.14
600996.SH,贵广网络,-14.0,-7.43,3.84,-20.95,-18.71,-2.73,,0.0,-8.95,-56.54,-48.43,-12.11,0.03,76.16,扣非亏损,扣非亏损,亏损
603528.SH,多伦科技,105.9,-21.89,2.98,-0.55,2.1,1.5,,0.0,36.96,7.83,43.35,-4.07,2.54,16.89,扣非亏损,扣非亏损,100.86
000710.SZ,贝瑞基因,253.77,-12.14,1.88,0.69,0.56,1.16,,0.0,50.61,1.7,111.17,-9.11,0.7,24.86,扣非亏损,扣非转亏,906.31
002857.SZ,三晖电气,-61.58,-108.46,3.6,-5.06,-4.19,-3.31,0.22,0.0,31.86,-15.45,-130.92,19.89,,39.73,扣非亏损,扣非亏损,亏损
002342.SZ,巨力索具,-699.97,-306.66,1.41,-0.44,-0.15,0.71,0.07,0.0,21.03,-0.24,-284.58,2.2,,51.89,扣非亏损,扣非亏损,亏损
601106.SH,中国一重,-94.74,-7.44,2.62,-3.06,-2.05,0.5,,0.0,7.01,-1.53,-5499.86,-2.88,,78.6,扣非亏损,扣非亏损,亏损
300113.SZ,顺网科技,37.35,48.08,4.91,10.0,10.1,9.93,0.57,0.0,41.73,16.82,36.36,11.76,9.99,16.49,4.09,9.61,7.4
600583.SH,海油工程,10.53,16.75,0.95,5.15,6.84,4.32,2.47,0.0,11.77,8.63,20.88,21.29,,41.59,0.79,6.5,3.08
600893.SH,航发动力,124.39,114.15,3.02,1.72,1.82,1.18,0.43,0.0,12.04,3.15,-19.62,15.26,,60.16,7.48,132.61,136.69
603333.SH,尚纬股份,103.06,270.46,1.24,0.88,0.89,1.07,0.18,0.0,19.19,1.57,-13.49,3.65,,34.57,74.19,615.94,231.59
301565.SZ,中仑新材,58.65,,3.83,5.6,6.17,3.76,,0.0,13.12,6.36,-29.76,2.41,0.25,34.98,,,19.01
600136.SH,ST明诚,-110.06,1.1,12.12,-6.03,-7.93,-6.15,,0.0,3.31,-28.06,99.5,4.72,18.11,52.35,0.23,扣非亏损,亏损
002285.SZ,世联行,-251.63,-20.95,2.33,-3.44,-0.69,-0.96,,0.0,4.96,-1.9,-65.09,-19.78,4.32,35.54,扣非亏损,扣非亏损,亏损
301360.SZ,荣旗科技,124.88,65.12,2.66,1.28,1.59,0.47,0.32,0.0,44.67,8.06,390.33,14.95,,16.91,4.36,101.4,157.08
601118.SH,海南橡胶,-40.63,-32.24,2.69,-5.16,-4.82,0.1,0.49,0.0,2.88,-1.82,27.78,47.61,16.42,69.82,扣非亏损,扣非亏损,亏损
000938.SZ,紫光股份,39.16,46.79,6.11,5.85,4.92,2.83,0.72,0.0,17.59,3.44,6.91,8.82,84.54,80.55,5.31,15.99,15.92
300101.SZ,振芯科技,137.64,-646.87,7.47,2.97,4.05,2.71,,0.0,56.28,12.5,-58.58,19.51,0.38,30.42,扣非亏损,扣非转亏,67.97
301278.SZ,快可电子,29.57,28.81,2.8,6.45,7.29,5.37,0.52,0.0,19.23,11.96,-41.74,37.5,,28.48,0.77,8.93,8.11
