证券代码,证券名称,最新价,涨跌额,涨跌幅,开盘价,最高价,最低价,昨收价,成交额,总市值,name,market,一级行业,二级行业,三级行业
ENET,ETHERNITY NETWORKS LTD ORD NIS0,1.15,0.3,35.29,0.85,1.15,1.085,0.85,0.0,0.02,ENET,uk,科技,电子,半导体
WTE,WESTMOUNT ENERGY LIMITED ORD NP,2.5,0.6,31.58,1.9,2.5,2.5,1.9,0.0,0.03,WTE,uk,金融,资产管理,投资经理
KAV,KAVANGO RESOURCES PLC ORD 0.1P,0.75,0.15,25.0,0.6,0.75,0.6,0.6,0.0,0.05,KAV,uk,资源,矿产,贵金属
G4M,GEAR4MUSIC (HOLDINGS) PLC ORD 1,166.0,26.0,18.57,140.0,166.0,166.0,140.0,0.03,0.35,G4M,uk,消费,零售,电子电器商店
TYM,TERTIARY MINERALS PLC ORD 0.01P,0.13,0.02,18.18,0.11,0.13,0.13,0.11,0.0,0.03,TYM,uk,资源,矿产,其他金属
CODX,CODEX ACQUISITIONS PLC ORD 10P,6.5,1.0,18.18,5.5,6.5,5.5,5.5,0.0,0.01,CODX,uk,金融,资产管理,金融集团
CHF,CHESTERFIELD RESOURCES PLC ORD,0.75,0.1,15.38,0.65,0.77,0.75,0.65,0.0,0.01,CHF,uk,金融,资产管理,金融集团
CSFS,CORNERSTONE FS PLC ORD 1P,15.25,2.0,15.09,13.25,15.25,12.7,13.25,0.0,0.09,CSFS,uk,消费,零售,专卖店
SPMU,SPIRITUS MUNDI PLC ORD 1P,4.0,0.5,14.29,3.5,4.0,3.5,3.5,0.0,0.02,SPMU,uk,金融,资产管理,金融集团
PTRO,PELATRO PLC ORD 2.5P,0.8,0.1,14.29,0.7,0.8,0.7,0.7,0.0,0.01,PTRO,uk,科技,IT技术,软件开发
PXEN,PROSPEX ENERGY PLC ORD 0.1P,6.25,0.75,13.64,5.5,6.25,5.5,5.5,0.0,0.2,PXEN,uk,资源,能源,油气生产
HMI,HARVEST MINERALS LIMITED ORD NP,1.45,0.15,11.54,1.3,1.45,1.3,1.3,0.0,0.03,HMI,uk,制造业,化工,农用化学品
STX,SHIELD THERAPEUTICS PLC ORD 1.5,12.5,1.25,11.11,11.25,12.5,12.0,11.25,0.0,0.89,STX,uk,医药,制药,主要
IES,INVINITY ENERGY SYSTEMS PLC ORD,48.5,4.5,10.23,44.0,50.0,48.0,44.0,0.01,0.93,IES,uk,制造业,机械,电力设备
SEEN,SEEEN PLC ORD 0.1P,5.5,0.5,10.0,5.0,5.5,5.0,5.0,0.0,0.05,SEEN,uk,科技,IT技术,软件开发
GKP,GULF KEYSTONE PETROLEUM LTD COM,110.0,10.0,10.0,101.0,114.0,101.0,100.0,0.05,2.45,GKP,uk,资源,能源,石油
OCTP,OXFORD CANNABINOID TECHNOLOGIES,1.07,0.095,9.74,0.975,1.07,1.07,0.975,0.0,0.1,OCTP,uk,医药,制药,主要
POS,PLEXUS HOLDINGS PLC ORD 1P,21.7,1.9,9.6,19.8,21.7,19.7,19.8,0.0,0.22,POS,uk,资源,能源,油服工程
WCAT,WILDCAT PETROLEUM PLC ORD GBP0.,0.356,0.031,9.54,0.325,0.356,0.356,0.325,0.0,0.09,WCAT,uk,资源,能源,石油
TERN,TERN PLC ORD 0.02P,5.75,0.5,9.52,5.25,5.75,5.2,5.25,0.0,0.22,TERN,uk,金融,资产管理,投资经理
CRCL,CORCEL PLC ORD 0.01P,0.475,0.04,9.2,0.435,0.475,0.435,0.435,0.0,0.07,CRCL,uk,资源,矿产,其他金属
BRES,BLENCOWE RESOURCES PLC ORD 0.5P,5.35,0.45,9.18,5.14,5.6,5.14,4.9,0.0,0.1,BRES,uk,资源,矿产,其他金属
BELL,BELLUSCURA PLC ORD 1P,37.5,3.0,8.7,34.5,37.5,34.5,34.5,0.0,0.46,BELL,uk,医药,医疗,医疗器械
BOIL,BARON OIL PLC ORD 0.025P,0.09,0.007,8.43,0.083,0.09,0.09,0.083,0.0,0.17,BOIL,uk,资源,能源,油气生产
RCGH,RC365 HOLDING PLC ORD GBP0.01,32.5,2.5,8.33,30.0,32.6,31.0,30.0,0.0,0.41,RCGH,uk,科技,IT技术,信息技术
JNEO,JOURNEO PLC ORD 6.5P,224.0,17.0,8.21,207.0,224.0,207.0,207.0,0.0,0.36,JNEO,uk,科技,电子,计算机通讯
CHLL,CHILL BRANDS GROUP PLC ORD 1P,5.0,0.35,7.53,4.65,5.0,4.65,4.65,0.0,0.14,CHLL,uk,医药,制药,其他
ADF,FACILITIES BY ADF PLC ORD 1P,57.5,4.0,7.48,53.5,57.5,53.5,53.5,0.0,0.47,ADF,uk,金融,资产管理,金融租赁
LEND,SANCUS LENDING GROUP LIMITED OR,0.51,0.035,7.37,0.51,0.51,0.51,0.475,0.0,0.03,LEND,uk,金融,资产管理,投资信托
ACSO,ACCESSO TECHNOLOGY GROUP PLC OR,681.0,46.0,7.24,644.0,702.0,640.0,635.0,0.01,2.86,ACSO,uk,科技,IT技术,软件开发
WNWD,WINDWARD LTD ORD NIS0.002 (DI),62.5,4.0,6.84,58.5,62.5,62.5,58.5,0.0,0.54,WNWD,uk,科技,IT技术,数据处理
ORR,ORIOLE RESOURCES PLC ORD 0.1P,0.11,0.007,6.8,0.103,0.11,0.103,0.103,0.0,0.04,ORR,uk,资源,矿产,贵金属
CIZ,CIZZLE BIOTECHNOLOGY HOLDINGS P,2.4,0.15,6.67,2.25,2.4,2.25,2.25,0.0,0.09,CIZ,uk,医药,健康服务,健康服务
OXB,牛津生物医药,290.5,18.0,6.61,269.0,301.0,269.0,272.5,0.01,2.81,OXB,uk,医药,医疗,生物技术
ZIOC,ZANAGA IRON ORE COMPANY LIMITED,5.005,0.31,6.6,4.4,5.005,4.4,4.695,0.0,0.15,ZIOC,uk,资源,矿产,钢
REE,ALTONA RARE EARTHS PLC ORD 1P,4.25,0.25,6.25,4.0,4.25,4.25,4.0,0.0,0.04,REE,uk,资源,矿产,其他金属
VID,VIDENDUM PLC ORD 20P,550.0,32.0,6.18,539.0,620.0,532.0,518.0,0.01,2.56,VID,uk,科技,通信,通信设备
TEK,TEKCAPITAL PLC ORD ￡0.004,13.0,0.75,6.12,12.25,13.0,12.25,12.25,0.0,0.23,TEK,uk,科技,IT技术,信息技术
COST,COSTAIN GROUP PLC ORD 50P,58.6,3.2,5.78,55.4,58.8,55.4,55.4,0.0,1.61,COST,uk,制造业,建筑业,建筑工程
OPG,OPG POWER VENTURES PLC ORD 0.01,11.0,0.6,5.77,10.5,11.0,10.5,10.4,0.0,0.43,OPG,uk,公用事业,电力,电力公司
THR,THOR ENERGY PLC ORD GBP0.001,1.85,0.1,5.71,1.75,1.85,1.75,1.75,0.0,0.05,THR,uk,资源,矿产,其他金属
MIRI,MIRRIAD ADVERTISING PLC ORD GBP,1.85,0.1,5.71,1.75,1.85,1.75,1.75,0.0,0.05,MIRI,uk,消费,商业服务,广告营销
CHSS,WORLD CHESS PLC ORD 0.01P,9.5,0.5,5.56,9.0,9.5,9.0,9.0,0.0,0.63,CHSS,uk,科技,IT技术,互联网
TTG,TT ELECTRONICS PLC ORD 25P,180.0,9.0,5.26,170.0,180.0,170.0,171.0,0.04,3.18,TTG,uk,科技,电子,元器件
MHC,MYHEALTHCHECKED PLC ORD 1.5P,10.0,0.5,5.26,9.5,10.0,9.5,9.5,0.0,0.05,MHC,uk,医药,医疗,医疗器械
ARCM,ARC MINERALS LIMITED ORDS NPV (,3.05,0.15,5.17,2.9,3.05,2.9,2.9,0.0,0.37,ARCM,uk,资源,矿产,贵金属
TMG,THE MISSION GROUP PLC ORD 10P,41.0,2.0,5.13,39.0,41.0,39.0,39.0,0.0,0.37,TMG,uk,消费,商业服务,广告营销
CRH,CRH公司,4563.0,222.0,5.11,4431.0,4585.0,4405.0,4341.0,3.68,324.39,CRH,uk,制造业,建筑业,建筑材料
CGS,CASTINGS PLC ORD 10P,350.0,17.0,5.11,348.0,350.0,348.0,333.0,0.0,1.52,CGS,uk,制造业,机械,金属加工
JOG,JERSEY OIL AND GAS PLC ORD 1P,218.0,10.5,5.06,207.5,218.0,215.0,207.5,0.0,0.71,JOG,uk,资源,能源,油气生产
TRT,TRANSENSE TECHNOLOGIES PLC ORD,105.0,5.0,5.0,100.0,105.0,100.0,100.0,0.0,0.16,TRT,uk,科技,电子,仪器设备
TRB,TRIBAL GROUP PLC ORD 5P,52.5,2.5,5.0,52.0,54.0,50.2,50.0,0.0,1.11,TRB,uk,科技,IT技术,软件开发
PYX,PYX RESOURCES LIMITED ORD NPV (,22.25,1.05,4.95,21.2,22.25,21.2,21.2,0.0,1.01,PYX,uk,资源,能源,石油
ZTF,ZOTEFOAMS PLC ORD 5P,348.0,16.0,4.82,336.0,348.0,336.0,332.0,0.0,1.7,ZTF,uk,制造业,化工,特殊化学品
MATD,PETRO MATAD LIMITED ORD USD0.01,3.3,0.15,4.76,3.15,3.3,3.15,3.15,0.0,0.3,MATD,uk,资源,能源,油气生产
CTG,CHRISTIE GROUP PLC ORD 2P,110.0,5.0,4.76,105.0,110.0,105.0,105.0,0.0,0.28,CTG,uk,消费,商业服务,综合商业
TPT,TOPPS TILES PLC ORD 3 1/3P,50.8,2.2,4.53,49.0,50.8,48.4,48.6,0.0,1.0,TPT,uk,消费,零售,专卖店
SDRY,SUPERDRY PLC ORD 5P,45.0,1.9,4.41,43.9,45.15,42.8,43.1,0.0,0.44,SDRY,uk,消费,日常消费,服装鞋类
AVG,AVINGTRANS PLC ORD 5P,415.0,15.0,3.75,400.0,415.0,400.0,400.0,0.0,1.34,AVG,uk,制造业,机械,机械加工设备
COG,CAMBRIDGE COGNITION HOLDINGS PL,94.8,3.3,3.61,91.5,94.8,94.8,91.5,0.0,0.33,COG,uk,科技,IT技术,软件开发
ALGW,ALPHA GROWTH PLC ORD GBP0.001,1.5,0.05,3.45,1.45,1.5,1.45,1.45,0.0,0.07,ALGW,uk,消费,商业服务,综合商业
KGH,KNIGHTS GROUP HOLDINGS PLC ORD,93.0,3.0,3.33,89.2,93.0,89.2,90.0,0.0,0.78,KGH,uk,消费,商业服务,综合商业
IUG,INTELLIGENT ULTRASOUND GROUP PL,12.4,0.4,3.33,12.0,12.4,12.4,12.0,0.0,0.41,IUG,uk,科技,IT技术,软件开发
DXRX,DIACEUTICS PLC ORD GBP0.002,109.0,3.5,3.32,105.5,109.0,109.0,105.5,0.0,0.92,DXRX,uk,医药,医疗,生物技术
AURA,AURA ENERGY LIMITED ORD NPV (DI,15.75,0.5,3.28,15.25,15.75,15.25,15.25,0.0,0.97,AURA,uk,资源,矿产,其他金属
POW,POWER METAL RESOURCES PLC ORD 0,0.8,0.025,3.23,0.775,0.8,0.775,0.775,0.0,0.17,POW,uk,资源,矿产,其他金属
BYOT,BYOTROL PLC ORDS 0.25P,1.6,0.05,3.23,1.55,1.6,1.55,1.55,0.0,0.07,BYOT,uk,消费,日常消费,个人护理
GDWN,GOODWIN PLC ORD 10P,5200.0,160.0,3.17,5140.0,5200.0,5140.0,5040.0,0.0,3.9,GDWN,uk,制造业,机械,机械加工设备
GWI,GLOBALWORTH REAL ESTATE INVESTM,2.31,0.07,3.13,2.24,2.31,2.24,2.24,0.0,0.05,GWI,uk,金融,房地产,房地产投资信托
KEYS,KEYSTONE LAW GROUP PLC ORD 0.2P,500.0,15.0,3.09,485.0,500.0,485.0,485.0,0.01,1.56,KEYS,uk,消费,商业服务,综合商业
KNB,KANABO GROUP PLC ORD 2.5P,1.75,0.05,2.94,1.65,1.75,1.65,1.7,0.0,0.11,KNB,uk,医药,健康服务,健康服务
CGEO,GEORGIA CAPITAL PLC ORD 1P,1050.0,30.0,2.94,1030.0,1052.0,1030.0,1020.0,0.0,4.6,CGEO,uk,金融,资产管理,金融集团
KINO,KINOVO PLC ORD 10P,53.0,1.5,2.91,51.5,53.0,51.5,51.5,0.0,0.33,KINO,uk,制造业,建筑业,建筑工程
STAR,STAR ENERGY GROUP PLC ORD 0.002,10.29,0.29,2.9,9.6,10.29,9.6,10.0,0.0,0.13,STAR,uk,资源,能源,油气生产
ING,INGENTA PLC ORD 10P,127.0,3.5,2.83,123.5,127.0,123.5,123.5,0.0,0.21,ING,uk,科技,IT技术,软件开发
VTU,VERTU MOTORS PLC ORD 10P,76.3,2.1,2.83,71.7,76.8,71.7,74.2,0.01,2.6,VTU,uk,消费,零售,专卖店
WJG,WATKIN JONES PLC ORD 1P,41.85,1.15,2.83,42.0,42.85,39.25,40.7,0.03,1.07,WJG,uk,制造业,建筑业,住宅建筑
FSJ,FISHER (JAMES) & SONS PLC ORD 2,347.5,9.5,2.81,344.5,348.5,338.5,338.0,0.0,1.75,FSJ,uk,制造业,运输,海运
SIHL,SYMPHONY INTERNATIONAL HOLDINGS,0.481,0.013,2.78,0.49,0.49,0.476,0.468,0.0,0.02,SIHL,uk,金融,资产管理,投资经理
IGE,IMAGE SCAN HOLDINGS PLC ORD 1P,1.85,0.05,2.78,1.8,1.85,1.8,1.8,0.0,0.03,IGE,uk,制造业,机械,航空航天与国防
ELIX,ELIXIRR INTERNATIONAL PLC ORD 0,560.0,15.0,2.75,545.0,560.0,545.0,545.0,0.0,2.59,ELIX,uk,消费,商业服务,综合商业
YCA,YELLOW CAKE PLC ORD GBP0.01,563.0,15.0,2.74,555.5,567.5,550.5,548.0,0.1,11.16,YCA,uk,消费,经销商,批发经销商
BOOK,LITERACY CAPITAL PLC ORD GBP0.0,507.5,13.5,2.73,494.0,507.5,500.0,494.0,0.0,3.04,BOOK,uk,金融,资产管理,投资经理
RQIH,RANDALL & QUILTER INVESTMENT HO,58.0,1.5,2.65,57.0,59.0,57.0,56.5,0.0,2.17,RQIH,uk,金融,保险,专业保险
VAST,VAST RESOURCES PLC ORD 0.1P,0.195,0.005,2.63,0.19,0.195,0.19,0.19,0.0,0.06,VAST,uk,资源,矿产,其他金属
CLCO,CLOUDCOCO GROUP PLC ORD 1P,0.975,0.025,2.63,0.95,0.975,0.95,0.95,0.0,0.07,CLCO,uk,科技,IT技术,数据处理
AXL,ARROW EXPLORATION CORP. COM SHS,19.75,0.5,2.6,19.25,19.75,19.25,19.25,0.0,0.47,AXL,uk,资源,能源,油气生产
HCM,和黄医药(UK),266.75,6.75,2.6,254.0,272.0,254.0,260.0,0.0,23.23,HCM,uk,医药,制药,主要
MHPC,MHP SE GDR (EACH REPR 1 ORD) (R,3.57,0.09,2.59,3.4,3.58,3.4,3.48,0.0,0.04,MHPC,uk,制造业,化工,农产品
TLW,图罗石油,35.78,0.9,2.58,34.6,35.98,34.6,34.88,0.01,5.18,TLW,uk,资源,能源,油气生产
ZOO,ZOO DIGITAL GROUP PLC ORD 1P,56.4,1.4,2.55,56.78,56.8,56.2,55.0,0.01,0.55,ZOO,uk,消费,可选消费,电影娱乐
APTD,APTITUDE SOFTWARE GROUP PLC ORD,282.0,7.0,2.55,279.0,282.0,279.0,275.0,0.0,1.62,APTD,uk,科技,IT技术,软件开发
TPX,TPXIMPACT HOLDINGS PLC ORD 1P,41.0,1.0,2.5,40.0,41.0,40.0,40.0,0.0,0.38,TPX,uk,科技,IT技术,信息技术
CAL,CAPITAL & REGIONAL PLC ORD 10P,57.4,1.4,2.5,57.0,57.4,57.0,56.0,0.0,1.26,CAL,uk,金融,房地产,房地产投资信托
DEVO,"DEVOLVER DIGITAL, INC. COM SHS",25.0,0.6,2.46,24.4,25.0,24.4,24.4,0.0,1.11,DEVO,uk,科技,IT技术,软件开发
CAPD,CAPITAL LD COMM SHS USD0.0001 (,84.0,2.0,2.44,82.0,84.0,84.0,82.0,0.0,1.63,CAPD,uk,制造业,建筑业,建筑工程
SOLI,SOLID STATE PLC ORD 5P,1157.5,27.5,2.43,1130.0,1157.5,1130.0,1130.0,0.0,1.31,SOLI,uk,消费,经销商,电子产品经销商
ARBB,ARBUTHNOT BANKING GROUP PLC ORD,965.0,22.5,2.39,940.0,965.0,940.0,942.5,0.0,1.56,ARBB,uk,金融,资产管理,金融集团
AET,AFENTRA PLC ORD 10P,28.15,0.65,2.36,27.9,28.15,27.45,27.5,0.0,0.62,AET,uk,资源,能源,油气生产
OCN,OCEAN WILSONS (HOLDINGS) LD ORD,954.0,22.0,2.36,936.0,954.0,934.0,932.0,0.0,3.37,OCN,uk,制造业,运输,海运
HWG,HARWORTH GROUP PLC ORD 10P,108.5,2.5,2.36,106.0,108.5,106.0,106.0,0.0,3.51,HWG,uk,金融,房地产,房地产开发
MOTR,MOTORPOINT GROUP PLC ORD 1P,90.0,2.0,2.27,90.0,90.0,90.0,88.0,0.0,0.81,MOTR,uk,消费,零售,专卖店
CCC,COMPUTACENTER PLC ORD 7 5/9P,2584.0,56.0,2.22,2540.0,2584.0,2534.0,2528.0,0.07,29.49,CCC,uk,科技,IT技术,信息技术
KIE,KIER GROUP PLC ORD 1P,113.0,2.4,2.17,110.6,113.0,108.0,110.6,0.03,5.04,KIE,uk,制造业,建筑业,建筑工程
ANP,ANPARIO PLC ORD 23P,237.5,5.0,2.15,232.5,237.5,232.5,232.5,0.0,0.48,ANP,uk,制造业,化工,农产品
FSG,FORESIGHT GROUP HOLDINGS LIMITE,479.0,10.0,2.13,451.0,480.0,451.0,469.0,0.0,5.19,FSG,uk,金融,资产管理,投资经理
URAH,URA HOLDINGS PLC ORD 0.01P,2.4,0.05,2.13,2.35,2.4,2.35,2.35,0.0,0.04,URAH,uk,资源,矿产,其他金属
CUSN,CORNISH METALS INC. COM SHS NPV,12.0,0.25,2.13,11.75,12.25,12.0,11.75,0.0,0.64,CUSN,uk,资源,矿产,其他金属
TUN,TUNGSTEN WEST PLC ORD GBP0.01,1.94,0.04,2.11,1.9,1.94,1.94,1.9,0.0,0.04,TUN,uk,资源,矿产,贵金属
HARL,HARLAND & WOLFF GROUP HOLDINGS,12.25,0.25,2.08,12.0,12.25,12.0,12.0,0.0,0.21,HARL,uk,资源,能源,油气管道
SUP,SUPREME PLC ORD 10P,99.0,2.0,2.06,97.74,99.4,97.0,97.0,0.0,1.16,SUP,uk,制造业,机械,电力设备
IMI,皇家金属工业(IMI),1500.0,30.0,2.04,1473.0,1500.0,1473.0,1470.0,0.09,39.13,IMI,uk,制造业,机械,机械加工设备
CARD,CARD FACTORY PLC ORD 1P,111.2,2.2,2.02,109.0,112.0,109.0,109.0,0.02,3.81,CARD,uk,消费,零售,专卖店
EKF,EKF DIAGNOSTICS HOLDINGS PLC OR,25.5,0.5,2.0,25.5,25.5,25.5,25.0,0.0,1.16,EKF,uk,医药,医疗,医疗器械
CMET,CAPITAL METALS PLC ORD 0.2P,1.275,0.025,2.0,1.25,1.275,1.25,1.25,0.0,0.04,CMET,uk,制造业,化工,农产品
MRIT,MERIT GROUP PLC ORD GBP0.28,52.0,1.0,1.96,51.0,52.0,51.0,51.0,0.0,0.11,MRIT,uk,消费,商业服务,综合商业
KOD,KODAL MINERALS PLC ORD 0.03125P,0.54,0.01,1.89,0.53,0.56,0.536,0.53,0.0,0.92,KOD,uk,资源,矿产,其他金属
AAU,ARIANA RESOURCES PLC ORD 0.1P,2.7,0.05,1.89,2.65,2.7,2.65,2.65,0.0,0.31,AAU,uk,资源,矿产,贵金属
MPE,M.P. EVANS GROUP PLC ORD 10P,764.0,14.0,1.87,756.0,764.0,744.0,750.0,0.0,4.09,MPE,uk,制造业,化工,农产品
RE.,R.E.A. HOLDINGS PLC ORD 25P,50.1,0.9,1.83,49.2,50.1,49.2,49.2,0.0,0.22,RE.,uk,制造业,化工,农产品
ALK,ALKEMY CAPITAL INVESTMENTS PLC,140.0,2.5,1.82,137.5,140.0,137.0,137.5,0.0,0.1,ALK,uk,金融,资产管理,金融集团
SUS,S & U PLC ORD 12 1/2P,2260.0,40.0,1.8,2200.0,2260.0,2200.0,2220.0,0.0,2.75,SUS,uk,金融,资产管理,金融租赁
SPI,SPIRE HEALTHCARE GROUP PLC ORD,229.0,4.0,1.78,223.0,229.0,223.0,225.0,0.02,9.25,SPI,uk,医药,健康服务,健康服务
ORCA,ORCADIAN ENERGY PLC ORD GBP0.00,14.5,0.25,1.75,14.95,15.2,14.5,14.25,0.0,0.09,ORCA,uk,资源,能源,油气生产
AMS,ADVANCED MEDICAL SOLUTIONS GROU,197.2,3.4,1.75,188.2,198.8,188.2,193.8,0.01,4.28,AMS,uk,医药,医疗,医疗器械
XAR,赛尔,174.5,3.0,1.75,174.5,175.0,174.5,171.5,0.0,1.37,XAR,uk,制造业,机械,机械加工设备
VLX,豪利士集团,321.5,5.5,1.74,317.5,324.5,314.0,316.0,0.01,5.83,VLX,uk,制造业,机械,电力设备
UPGS,UP GLOBAL SOURCING HOLDINGS PLC,118.5,2.0,1.72,119.0,119.0,118.5,116.5,0.0,1.06,UPGS,uk,消费,经销商,批发经销商
GENL,GENEL ENERGY PLC ORD 10P,83.2,1.4,1.71,83.4,85.8,82.3,81.8,0.0,2.32,GENL,uk,资源,能源,油气生产
TRI,TRIFAST PLC ORD 5P,83.4,1.4,1.71,78.2,83.8,78.0,82.0,0.0,1.14,TRI,uk,制造业,机械,金属加工
PRIM,PRIMORUS INVESTMENTS PLC ORD 0.,3.0,0.05,1.69,2.95,3.0,2.95,2.95,0.0,0.04,PRIM,uk,资源,矿产,贵金属
BLOE,BLOCK ENERGY PLC ORD SHS GBP0.0,1.5,0.025,1.69,1.475,1.5,1.475,1.475,0.0,0.11,BLOE,uk,资源,能源,油气生产
SNWS,SMITHS NEWS PLC ORD 5P,42.8,0.7,1.66,42.6,42.8,42.0,42.1,0.0,1.06,SNWS,uk,消费,经销商,批发经销商
IOM,IOMART GROUP PLC ORD 1P,159.6,2.6,1.66,157.8,162.6,156.4,157.0,0.0,1.79,IOM,uk,科技,IT技术,数据处理
NFG,NEXT 15 GROUP PLC ORD 2.5P,617.0,10.0,1.65,606.0,622.0,581.0,607.0,0.02,6.15,NFG,uk,消费,商业服务,广告营销
SCE,SURFACE TRANSFORMS PLC ORD 1P,31.0,0.5,1.64,30.5,31.0,30.5,30.5,0.0,0.75,SCE,uk,制造业,汽车,汽车零部件
VAL,VALIRX PLC ORD 0.1P,6.25,0.1,1.63,6.15,6.25,6.15,6.15,0.0,0.06,VAL,uk,医药,制药,主要
DFS,DFS FURNITURE PLC ORD GBP0.10,113.0,1.8,1.62,112.8,114.2,112.8,111.2,0.0,2.65,DFS,uk,消费,可选消费,家居摆设
SDY,SPEEDY HIRE PLC ORD 5P,34.6,0.55,1.62,35.4,35.4,34.5,34.05,0.0,1.6,SDY,uk,金融,资产管理,金融租赁
YU.,YU GROUP PLC ORD GBP0.005,950.0,15.0,1.6,935.0,950.0,950.0,935.0,0.0,1.59,YU.,uk,公用事业,燃气,燃气
PFC,PETROFAC LIMITED ORD USD0.02,74.75,1.15,1.56,72.15,75.3,71.95,73.6,0.0,3.9,PFC,uk,制造业,建筑业,建筑工程
ECR,ECR MINERALS PLC ORD 0.001P,0.325,0.005,1.56,0.32,0.325,0.32,0.32,0.0,0.03,ECR,uk,资源,矿产,贵金属
GBG,GB GROUP PLC ORD 2.5P,221.2,3.4,1.56,220.2,225.6,219.6,217.8,0.02,5.59,GBG,uk,科技,IT技术,软件开发
PREM,PREMIER AFRICAN MINERALS LIMITE,0.528,0.008,1.54,0.53,0.54,0.528,0.52,0.01,1.27,PREM,uk,资源,矿产,其他金属
OMU,OLD MUTUAL LIMITED ORD NPV (DI),53.0,0.8,1.53,51.0,53.0,51.0,52.2,0.0,24.96,OMU,uk,金融,保险,人寿/健康保险
QED,QUADRISE PLC ORD 1P,0.933,0.014,1.52,0.88,0.966,0.88,0.919,0.0,0.14,QED,uk,制造业,化工,特种工业品
CRU,CORAL PRODUCTS PLC ORD 1P,17.0,0.25,1.49,16.75,17.0,16.75,16.75,0.0,0.15,CRU,uk,制造业,机械,综合制造
THG,THG PLC ORD GBP0.005,70.18,1.02,1.47,67.48,71.6,67.48,69.16,0.03,9.12,THG,uk,科技,IT技术,网络零售
PTSB,PERMANENT TSB GROUP HOLDINGS PL,2.08,0.03,1.46,2.1,2.1,2.08,2.05,0.0,0.11,PTSB,uk,金融,资产管理,金融集团
WPHO,WINDAR PHOTONICS PLC ORD 1P,35.0,0.5,1.45,34.5,35.0,35.0,34.5,0.0,0.24,WPHO,uk,科技,电子,仪器设备
PPH,PPHE HOTEL GROUP LIMITED ORD NP,1060.0,15.0,1.44,1055.0,1060.0,1055.0,1045.0,0.0,4.48,PPH,uk,消费,可选消费,酒店
PHC,PLANT HEALTH CARE PLC ORD 1P,8.975,0.125,1.41,8.85,8.975,8.85,8.85,0.0,0.31,PHC,uk,制造业,化工,农用化学品
WINE,威严葡萄酒,59.0,0.8,1.37,57.1,59.1,57.1,58.2,0.0,0.44,WINE,uk,消费,食品饮料,酒
ZPHR,ZEPHYR ENERGY PLC ORD 0.1P,3.7,0.05,1.37,3.65,3.7,3.65,3.65,0.0,0.62,ZPHR,uk,资源,能源,油气生产
FSTA,"FULLER, SMITH & TURNER PLC 'A'",596.0,8.0,1.36,600.0,600.0,594.0,588.0,0.0,2.28,FSTA,uk,消费,可选消费,餐厅
PRV,PORVAIR PLC ORD 2P,600.0,8.0,1.35,600.0,600.0,600.0,592.0,0.0,2.78,PRV,uk,制造业,机械,机械加工设备
AZN,阿斯利康(UK),11194.0,148.0,1.34,11138.0,11260.0,11044.0,11046.0,3.23,1734.96,AZN,uk,医药,制药,主要
BGO,BANGO PLC ORD 20P,190.0,2.5,1.33,187.5,190.0,187.5,187.5,0.0,1.46,BGO,uk,科技,IT技术,软件开发
SCS,SCS GROUP PLC ORD 0.1P,171.75,2.25,1.33,174.0,174.0,171.75,169.5,0.0,0.58,SCS,uk,消费,零售,专卖店
XPS,XPS PENSIONS GROUP PLC ORD GBP0,191.0,2.5,1.33,190.0,191.0,189.5,188.5,0.01,3.96,XPS,uk,金融,资产管理,投资经理
HEAD,HEADLAM GROUP PLC ORD 5P,230.0,3.0,1.32,227.0,231.0,227.0,227.0,0.0,1.86,HEAD,uk,消费,经销商,批发经销商
BVXP,BIOVENTIX PLC ORD 5P,3850.0,50.0,1.32,3800.0,3850.0,3800.0,3800.0,0.0,2.01,BVXP,uk,消费,商业服务,综合商业
BEG,BEGBIES TRAYNOR GROUP PLC ORD 5,115.5,1.5,1.32,117.5,117.5,115.5,114.0,0.0,1.82,BEG,uk,消费,商业服务,综合商业
ESKN,ESKEN LIMITED ORD 10P,3.095,0.04,1.31,2.9,3.16,2.9,3.055,0.0,0.32,ESKN,uk,消费,经销商,批发经销商
FDBK,FEEDBACK PLC ORD 50P,78.5,1.0,1.29,77.5,78.5,77.5,77.5,0.0,0.1,FDBK,uk,科技,IT技术,软件开发
CRN,CAIRN HOMES PLC ORD EUR0.001,95.0,1.2,1.28,95.0,95.3,93.1,93.8,0.0,6.33,CRN,uk,制造业,建筑业,住宅建筑
RWA,ROBERT WALTERS PLC ORD 20P,397.0,5.0,1.28,395.0,398.0,395.0,392.0,0.0,2.87,RWA,uk,消费,商业服务,人力资源
AFC,AFC ENERGY PLC ORD 0.1P,15.9,0.2,1.27,15.3,15.9,15.3,15.7,0.0,1.17,AFC,uk,科技,电子,电子生产设备
IDOX,IDOX PLC ORD 1P,63.8,0.8,1.27,62.8,63.8,62.8,63.0,0.0,2.91,IDOX,uk,科技,IT技术,软件开发
FERG,弗格森,12390.0,155.0,1.27,12250.0,12405.0,12195.0,12235.0,0.39,252.71,FERG,uk,消费,经销商,批发经销商
TMIP,TAYLOR MARITIME INVESTMENTS LIM,74.5,0.9,1.22,75.0,75.0,74.5,73.6,0.0,2.46,TMIP,uk,金融,资产管理,金融集团
HSD,HANSARD GLOBAL PLC ORD 50P,42.1,0.5,1.2,41.6,42.1,41.6,41.6,0.0,0.58,HSD,uk,金融,资产管理,投资经理
